SA1 (UR),Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,999 ($104,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500 or more ($182,000 or more)",Not stated,Not applicable,Total
21301133443,56,17,27,47,58,39,37,38,38,22,11,4,12,0,0,55,104,559
21301133444,19,3,11,18,23,14,20,10,16,9,5,4,6,0,0,27,33,225
21301133445,26,6,17,34,15,12,6,20,14,9,17,0,5,0,0,22,55,260
21301133501,47,10,30,41,46,36,29,35,23,30,20,5,3,6,0,63,69,483
21301133502,55,13,44,70,39,34,47,51,49,24,17,6,14,0,0,77,99,635
21301133503,71,19,30,48,49,38,38,46,53,26,12,16,11,0,0,77,85,631
21301133504,121,21,47,90,66,80,74,90,108,51,56,39,52,8,6,61,243,1213
21301133505,32,9,14,27,28,28,36,26,28,11,12,5,0,0,0,60,45,385
21301133506,40,8,25,49,52,27,31,32,30,16,12,7,5,0,0,31,66,438
21301133507,27,11,32,43,32,18,18,13,18,12,14,0,0,0,0,33,62,335
21301133508,40,10,35,51,34,28,37,20,22,15,7,0,5,0,0,22,77,432
21301133509,46,12,21,43,26,10,21,25,16,13,4,3,11,0,0,30,43,322
21301133510,67,13,34,53,36,37,30,39,27,22,20,9,12,0,0,27,98,530
21301133511,26,12,33,54,41,23,27,15,30,18,7,7,4,0,0,26,85,421
21301133512,52,5,26,46,48,31,29,44,40,19,3,4,3,3,3,36,86,478
21301133513,53,11,26,35,30,12,28,26,17,7,4,5,0,0,0,31,48,336
21301133514,36,3,18,57,43,40,37,47,41,20,8,7,0,0,0,56,65,481
21301133515,56,10,40,51,41,34,39,35,31,26,20,9,4,4,0,13,63,486
21301133516,73,18,40,65,69,36,40,46,49,32,21,16,13,0,3,28,104,645
21301133517,59,0,40,48,31,29,25,27,34,20,20,9,15,0,3,29,76,461
21301133518,55,8,35,46,42,21,28,42,31,21,14,3,3,0,5,54,88,490
21301133519,39,8,23,17,33,17,18,23,13,4,0,6,4,4,0,29,45,281
21301133520,68,15,22,68,43,42,24,42,49,22,9,7,0,0,0,64,114,602
21301133521,42,4,27,50,44,33,26,43,42,23,7,13,8,0,7,23,57,463
21301133522,32,10,11,33,27,21,20,19,25,13,7,3,7,0,0,28,65,323
21301133523,26,13,26,47,29,28,23,16,13,6,4,0,8,0,0,25,48,318
21301133524,8,4,19,15,12,8,7,10,5,9,0,0,6,0,0,419,10,542
21301133525,49,20,17,52,26,19,19,23,23,13,5,4,5,0,0,12,36,328
21301133526,39,10,22,31,23,30,29,28,20,18,8,11,11,0,0,8,75,363
21301133527,74,7,43,55,42,32,30,51,53,27,17,7,11,4,0,28,94,577
21301133528,16,0,11,18,8,3,4,10,11,8,6,3,5,0,0,8,11,129
21301133529,57,18,25,50,38,34,17,41,40,24,22,3,0,0,3,42,100,510
21301133530,62,15,27,53,41,33,29,32,33,27,17,14,4,0,0,21,90,518
21301133531,31,10,43,56,31,13,18,30,28,12,6,3,8,0,0,52,81,418
21301133532,33,13,23,56,20,20,27,25,16,15,9,4,4,0,0,3,62,347
21301133533,41,12,7,48,23,19,23,25,17,5,8,0,4,4,0,3,38,277
21301133534,42,8,28,57,33,21,32,27,25,17,14,12,7,0,0,21,58,393
21301133535,43,7,25,59,46,38,39,27,25,15,7,9,10,0,3,83,62,506
21301133536,81,11,40,54,46,42,30,52,40,26,15,8,9,0,0,57,88,605
21301133537,32,10,23,27,21,18,26,32,24,7,3,8,6,0,0,29,32,291
21301133538,35,7,22,32,27,26,17,21,11,6,0,0,3,0,0,22,40,272
21301133601,15,9,12,43,41,22,31,32,33,21,16,3,8,0,6,31,46,364
21301133602,12,0,8,10,10,8,13,7,21,20,8,7,5,0,3,7,14,151
21301133603,40,10,16,25,29,22,22,41,21,18,11,8,14,0,4,17,73,379
21301133604,34,10,13,22,25,20,15,26,40,14,4,0,13,3,6,16,69,332
21301133605,46,3,18,38,26,8,23,24,28,12,18,13,15,5,0,21,51,348
21301133606,37,9,28,46,34,22,48,34,40,27,21,14,24,8,3,32,91,511
21301133607,58,10,30,44,45,47,32,60,55,30,20,3,12,6,0,47,93,601
21301133608,27,3,21,35,31,33,29,29,27,18,20,9,18,3,0,37,75,414
21301133609,41,17,28,49,31,35,38,39,49,33,21,11,18,4,0,48,66,527
21301133610,37,9,20,34,31,37,42,43,38,19,8,3,21,3,4,23,49,407
21301133611,54,14,27,69,36,34,46,35,49,23,31,13,27,3,8,42,125,647
21301133612,44,11,21,42,56,34,32,33,39,32,31,22,35,4,9,24,102,569
21301133613,59,17,31,44,45,53,43,66,53,49,43,29,66,8,17,30,137,782
21301133614,42,7,20,40,31,31,35,32,35,33,35,11,21,3,6,55,89,516
21301133615,41,8,26,40,39,27,30,42,44,37,27,14,30,7,4,36,70,520
21301133616,52,19,21,43,24,35,33,29,50,31,21,30,39,9,7,39,117,605
21301133617,22,12,25,34,38,35,23,40,47,32,29,27,32,3,0,22,109,538
21301133618,37,17,68,62,32,37,37,62,37,18,24,22,27,4,6,28,66,587
21301133619,41,13,19,34,38,44,50,55,49,34,21,18,31,10,5,41,84,579
21301133701,42,6,26,28,25,30,21,43,29,21,8,7,19,0,0,47,62,412
21301133702,42,3,21,42,38,23,34,44,35,16,4,3,9,0,0,25,87,433
21301133703,81,20,44,51,44,33,41,46,44,23,19,12,19,5,0,29,67,573
21301133704,50,13,20,41,31,34,32,30,33,4,6,9,4,0,0,38,75,416
21301133705,77,4,19,43,42,27,26,42,29,14,12,5,10,4,5,32,49,453
21301133706,55,19,32,50,23,30,36,46,28,24,20,13,16,4,0,32,71,497
21301133707,31,4,13,25,25,26,13,29,19,9,16,3,0,4,0,22,61,299
21301133708,55,12,23,34,33,23,23,36,28,13,10,5,9,0,0,34,51,386
21301133709,39,14,28,45,36,28,36,58,31,23,17,5,11,0,0,30,81,489
21301133710,35,10,18,42,37,20,33,27,25,21,5,3,6,0,0,33,60,377
21301133711,50,21,28,35,27,25,23,28,19,23,16,8,13,0,4,39,90,437
21301133712,87,21,41,53,56,49,51,44,58,32,31,15,15,0,0,46,109,698
21301133713,59,14,35,41,35,40,27,35,35,19,20,10,17,0,4,39,115,537
21301133714,61,22,18,27,18,33,42,52,62,45,42,53,68,14,13,31,206,816
21301133715,35,12,22,29,22,21,19,24,24,14,4,3,7,0,0,3,67,316
21301133716,63,10,25,35,28,23,28,46,33,18,21,8,13,0,0,25,59,435
21301133717,55,9,23,48,34,38,46,43,28,23,11,12,13,0,0,25,99,514
21301133718,73,16,31,111,52,33,34,46,36,26,18,8,8,4,5,19,81,586
21301133719,26,11,28,34,18,24,23,24,15,10,9,3,8,0,0,35,37,309
21301133720,65,16,28,57,42,20,25,24,38,27,9,4,12,0,5,22,72,463
21301133721,58,6,13,33,23,13,22,24,29,14,6,5,3,3,0,17,76,349
21301133722,43,12,20,40,44,32,33,31,31,14,9,12,12,0,0,11,45,391
21301133723,60,4,27,28,28,26,32,32,25,16,13,8,8,0,0,17,55,378
21301133724,77,10,30,50,55,33,24,53,56,29,28,19,27,0,9,79,121,709
21301133725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21301133726,75,22,44,47,62,40,39,57,46,42,25,20,22,5,8,38,110,681
21301133801,30,10,15,31,18,27,26,21,18,13,10,14,10,0,0,19,46,304
21301133802,48,17,42,71,48,34,20,27,24,12,9,12,15,4,0,24,64,465
21301133803,20,20,15,31,39,24,26,18,28,13,21,6,11,6,0,28,59,363
21301133804,72,12,41,66,42,40,36,56,53,41,27,14,29,4,0,61,138,736
21301133805,151,48,70,103,60,72,102,144,153,115,98,63,90,34,22,87,468,1886
21301133806,30,13,9,46,23,16,27,21,27,10,10,6,13,0,5,33,45,335
21301133807,35,5,22,46,38,16,19,27,22,16,12,5,15,0,0,17,58,354
21301133808,23,10,25,50,43,29,40,17,25,22,23,18,12,0,0,29,50,394
21301133809,24,14,16,30,21,21,15,14,24,13,6,0,9,3,0,26,33,280
21301133810,17,3,19,35,20,19,17,19,23,16,5,11,7,0,0,15,46,266
21301133811,40,3,20,53,32,24,20,31,20,22,13,16,9,0,0,22,70,396
21301133812,65,17,32,64,34,29,35,42,78,31,32,18,22,4,4,39,87,622
21301133813,33,16,29,26,24,22,31,38,24,15,17,7,12,0,0,44,53,399
21301133814,35,7,25,51,38,26,20,38,50,30,17,13,17,5,0,50,98,525
21301133815,27,0,7,44,37,18,17,20,28,10,8,5,8,0,0,17,51,300
21301133816,29,18,24,36,48,34,27,46,17,13,12,9,7,0,0,29,83,442
21301133817,37,10,21,43,39,27,23,43,36,23,14,16,9,0,3,29,71,448
21301133818,16,11,19,25,19,34,24,19,20,11,3,0,9,0,5,13,49,269
21301133819,31,10,32,31,35,17,22,26,15,8,7,4,6,0,0,19,33,303
21301133820,86,4,7,14,17,17,6,12,9,13,4,4,6,0,0,84,16,314
21301133821,34,6,26,24,24,12,22,31,19,13,10,4,16,0,0,16,53,317
21301133822,35,12,16,28,29,27,27,37,34,16,26,7,24,3,5,9,75,417
21301133823,56,8,32,48,40,31,31,45,36,14,14,15,16,3,0,20,83,491
21301133824,33,9,12,24,22,23,24,30,32,14,10,9,3,0,0,7,27,290
21301133825,47,7,25,49,28,10,10,25,30,20,17,9,19,5,0,21,64,390
21301133826,46,19,39,61,39,34,20,42,32,28,21,12,19,0,0,32,93,524
21301133827,66,12,26,59,44,34,30,44,32,31,17,19,17,6,0,29,85,541
21301133828,87,16,40,62,30,30,46,41,48,31,33,16,24,0,4,24,104,625
21301133829,17,3,16,13,26,12,14,18,23,9,15,4,0,0,0,19,25,203
21301133830,30,8,20,51,46,15,30,29,22,16,16,11,4,0,3,10,77,390
21301133831,12,6,6,22,19,11,14,15,13,11,4,4,4,0,0,18,26,187
21301133832,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,18
21301133833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
21301133834,35,3,30,40,25,16,24,33,23,17,11,6,8,3,0,40,67,386
21301133835,26,7,23,35,18,13,16,17,16,8,7,0,0,0,0,11,52,246
21301133836,50,12,36,35,33,22,20,38,22,6,14,7,5,5,0,42,75,411
21301133837,35,7,24,52,42,16,13,30,25,9,11,7,0,0,0,25,65,366
21301133838,31,9,16,19,22,19,15,20,26,12,10,3,0,0,0,24,60,284
21301133839,62,14,36,37,34,31,26,32,42,36,16,15,23,4,0,17,66,490
21301133840,36,14,18,29,13,12,10,14,15,22,22,6,7,0,0,13,49,306
21301133841,33,14,21,54,53,37,27,33,27,16,5,11,11,4,4,32,52,433
21301133842,62,8,38,39,28,35,30,45,40,26,20,10,19,0,6,36,80,517
21301133843,45,8,9,26,17,11,22,25,33,10,12,7,18,0,0,10,48,317
21301133844,39,12,31,40,31,27,36,32,30,27,17,14,14,0,0,37,100,489
21301133845,26,5,16,51,33,24,21,21,25,15,5,16,4,0,0,14,56,332
21301133901,22,0,11,17,17,11,16,14,17,16,9,9,7,0,0,12,36,225
21301133902,28,20,17,24,23,15,12,24,36,27,15,12,12,0,3,35,67,378
21301133903,54,15,24,43,31,26,30,37,51,32,25,18,28,0,3,38,85,556
21301133904,37,20,20,45,46,28,46,48,44,21,29,25,18,0,0,27,109,572
21301133905,48,16,15,29,38,23,38,45,49,39,29,18,27,4,4,16,122,561
21301133906,36,19,18,20,27,24,28,36,25,22,17,6,23,5,5,17,62,378
21301133907,51,17,23,32,24,31,22,38,52,25,18,22,26,5,4,22,90,513
21301133908,44,11,14,26,23,26,22,24,32,22,18,21,19,8,3,21,61,400
21301133909,43,8,15,21,11,17,16,25,21,17,16,12,20,4,0,15,63,329
21301133910,36,18,23,27,17,14,21,23,31,25,29,10,21,0,10,12,71,386
21301133911,29,9,9,31,10,26,15,28,30,20,16,7,13,5,0,18,61,341
21301133912,32,10,11,18,15,23,21,40,24,27,26,11,17,5,7,21,71,366
21301133913,63,27,17,44,30,31,21,33,51,32,25,19,27,7,0,14,73,521
21301133914,61,10,17,25,22,18,20,23,42,20,25,12,14,5,0,23,63,390
21301133915,29,4,16,19,18,20,36,32,36,23,20,22,25,3,3,33,52,391
21301133916,58,13,20,29,34,40,24,44,55,26,29,21,29,0,5,37,74,522
21301133917,32,9,27,32,40,40,32,36,46,28,26,9,18,0,4,38,87,513
21301133918,44,5,12,45,24,19,27,29,30,19,7,14,19,4,4,18,73,394
21301133919,55,11,18,30,67,37,44,67,47,38,26,21,16,7,0,44,104,640
21301133920,22,8,11,19,14,13,23,16,20,23,10,10,12,0,6,7,38,249
21301133921,44,14,11,23,118,34,42,57,49,27,30,12,26,0,0,28,101,629
21301133922,27,14,22,19,15,21,23,32,21,23,12,21,7,3,0,14,63,352
21301133923,80,21,20,32,46,38,21,42,48,40,23,18,16,0,0,23,78,540
21301133924,41,13,8,27,23,20,26,35,29,26,20,17,20,3,8,9,79,403
21301133925,45,6,16,18,29,22,19,45,31,20,17,10,14,0,4,16,68,385
21301133926,26,26,23,24,14,15,18,30,56,31,30,18,32,3,0,33,75,459
21301133927,34,10,13,27,14,5,3,16,18,11,9,14,12,0,0,0,45,231
21301134001,32,12,19,28,32,18,20,24,22,23,20,16,26,7,7,5,75,392
21301134002,48,12,18,32,33,22,14,23,31,25,20,11,25,5,5,15,62,395
21301134003,28,15,19,38,30,23,37,26,27,20,24,16,27,11,3,20,64,428
21301134004,43,15,22,33,31,20,25,22,29,26,21,24,40,3,12,7,77,460
21301134005,49,16,16,42,16,22,33,42,46,30,25,23,27,16,12,9,78,504
21301134006,33,24,17,19,24,24,21,31,37,27,33,15,19,8,10,28,60,436
21301134007,38,11,13,34,18,17,18,18,26,21,14,14,14,4,5,12,27,295
21301134008,27,12,0,19,23,25,24,19,25,23,28,7,22,8,5,14,19,304
21301134009,46,15,17,43,29,33,28,30,36,32,30,20,26,11,5,19,75,501
21301134010,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,14
21301134011,11,4,9,11,19,13,8,23,14,14,10,0,10,0,0,40,27,224
21301134012,69,24,28,22,15,30,35,25,36,36,27,19,31,10,13,10,90,524
21301134013,0,6,3,0,9,3,7,0,4,0,4,0,0,0,3,0,4,51
21301134014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21301134015,50,17,26,25,17,24,22,34,38,30,27,25,23,11,10,13,92,474
21301134016,29,9,24,29,11,22,10,28,18,20,22,20,21,13,11,11,45,351
21301134017,43,23,30,35,41,33,20,31,32,22,26,21,25,10,5,17,61,477
21301134018,33,13,24,19,21,17,27,22,45,27,14,14,23,3,5,17,47,375
21301134019,32,9,27,33,15,14,20,27,41,19,18,4,17,0,4,11,49,335
21301134020,18,8,12,11,13,14,11,24,25,19,16,13,10,5,4,15,38,244
21301134021,39,10,17,45,34,15,36,36,39,35,31,19,34,3,4,29,93,526
21301134022,45,26,25,23,23,17,27,21,47,23,31,15,31,5,11,21,46,433
21301134023,43,20,34,22,17,25,21,29,30,28,24,10,26,3,9,27,69,438
21301134024,45,23,28,31,17,32,28,21,37,37,30,27,24,7,11,8,56,456
21301134025,14,13,16,18,10,10,19,20,11,17,12,12,24,3,3,8,23,217
21301134026,44,20,29,30,23,17,21,25,40,27,29,16,22,0,12,13,78,441
21301134027,28,21,13,30,14,15,19,29,22,28,20,13,23,8,5,9,53,345
21301134028,39,18,28,35,30,25,23,21,31,29,24,32,34,5,4,5,51,421
21301134029,38,22,18,49,25,20,32,41,49,37,31,11,37,7,7,12,47,482
21301134030,38,21,26,38,18,28,15,16,24,16,25,22,26,6,5,19,44,379
21301134031,34,9,15,16,22,13,14,17,28,19,17,12,19,9,3,7,41,306
21301134032,17,14,10,13,14,8,14,17,16,18,16,10,13,0,0,13,33,230
21301134033,24,5,7,15,17,14,17,29,19,12,15,15,17,3,5,18,43,275
21301134034,47,11,24,43,37,33,31,24,22,46,30,22,32,5,13,12,80,501
21301134035,22,6,12,23,16,19,22,22,34,20,18,15,23,3,7,12,65,347
21301134036,23,8,16,13,17,19,14,28,29,20,10,12,22,3,12,6,44,305
21301134037,23,9,16,15,11,8,12,12,21,21,17,9,19,3,6,0,37,258
21301134038,49,20,14,14,17,16,25,24,33,27,29,24,24,8,8,8,59,410
21301134039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21301134040,57,16,28,25,27,32,32,35,34,22,19,17,26,8,5,21,70,489
21301134041,42,16,24,28,15,21,21,29,15,30,26,21,22,5,3,22,36,376
21301134042,17,12,17,14,22,10,17,19,18,18,16,15,23,5,0,8,55,284
21301134043,23,7,12,30,19,22,24,32,25,20,21,15,18,5,6,13,59,336
21301134044,26,8,11,22,19,12,12,14,28,9,15,8,14,0,7,18,53,276
21301134045,13,3,21,41,51,38,26,18,17,9,17,4,11,3,10,28,10,309
21301134046,15,12,3,17,10,13,15,11,26,11,7,11,11,0,0,0,16,187
21301134047,32,4,14,22,20,7,14,18,24,21,11,5,20,0,0,11,49,290
21301134048,53,12,26,27,31,21,20,28,25,24,18,16,20,0,10,22,51,399
21301134049,31,14,17,19,22,13,16,22,16,18,16,11,9,9,6,6,31,270
21301156901,33,3,14,28,20,15,12,28,22,10,3,6,8,0,0,18,52,285
21301156902,65,14,21,23,29,31,29,40,52,23,26,11,17,0,0,46,169,603
21301156903,35,13,25,47,51,25,34,31,26,16,15,7,0,0,0,55,79,469
21301156904,24,8,17,20,18,15,16,19,28,16,7,3,9,0,0,19,48,276
21301156905,34,3,14,16,8,18,22,30,30,28,11,10,20,7,9,10,89,346
21301156906,34,13,50,57,32,23,27,37,30,22,11,11,13,5,0,19,65,459
21301156907,23,3,22,36,12,22,17,18,11,5,9,5,3,0,0,17,41,244
21301156908,44,8,35,46,42,38,40,39,44,31,6,15,12,0,3,53,121,579
21301156909,41,6,17,37,28,22,23,25,24,13,5,11,4,0,0,37,66,358
21301156910,31,8,19,20,34,21,26,41,33,25,9,16,13,0,12,19,80,396
21301156911,52,9,31,53,50,24,32,40,41,26,21,11,7,0,3,43,85,525
21301156912,29,6,15,28,23,22,23,24,11,9,10,4,5,0,0,9,50,275
21301156913,46,10,13,20,24,13,24,28,26,23,10,9,12,3,5,17,72,354
21301156914,51,20,27,29,18,20,33,45,44,35,26,11,17,9,8,45,144,580
21301156915,35,4,39,44,42,39,28,53,40,21,30,10,6,4,5,38,98,538
21301156916,17,11,9,20,31,16,14,16,27,4,3,3,6,0,0,31,38,255
21301156917,42,10,15,40,20,25,20,22,23,14,3,3,11,0,0,32,60,354
21301156918,25,11,18,17,7,23,9,31,22,12,4,0,9,3,0,24,28,245
21301156919,47,14,26,21,15,23,38,45,55,31,38,12,17,8,3,30,171,592
21301156920,50,6,16,29,22,15,23,27,21,12,7,7,3,5,0,28,87,372
21301156921,50,12,27,42,35,24,40,43,45,19,24,11,13,0,0,60,103,542
21301156922,49,16,31,45,42,36,25,24,34,30,16,13,14,3,5,34,96,499
21301156923,41,6,21,48,33,31,30,24,39,24,15,5,16,3,3,21,77,454
21301156924,101,23,45,52,37,42,74,71,85,83,37,26,34,9,7,50,288,1053
21301156925,30,0,17,32,25,10,22,32,20,13,11,0,9,0,4,21,59,309
21301156926,25,7,17,25,33,15,15,26,25,13,11,5,4,0,0,35,47,295
21301156927,32,8,17,34,13,24,35,39,13,23,10,12,10,3,3,20,57,355
21301156928,43,19,20,20,13,24,29,37,38,28,23,11,10,5,0,18,114,450
21301156929,36,5,13,21,8,14,16,33,25,26,9,6,5,0,4,13,63,297
21301156930,53,10,24,17,16,23,42,41,46,40,27,11,23,9,6,11,161,551
21301156931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21301156932,34,13,18,40,35,27,25,36,38,18,27,15,13,4,0,38,65,441
21301156933,31,4,15,40,30,17,23,23,21,15,7,10,10,0,0,17,51,306
21301156934,21,8,16,19,17,14,18,29,5,12,12,11,3,0,0,11,41,235
21301156935,30,6,18,33,16,14,18,20,26,12,11,7,11,0,4,21,65,305
21301156936,32,5,17,17,32,16,27,28,31,15,12,4,9,0,0,17,64,318
21301156937,36,8,16,26,11,24,19,26,29,14,7,10,12,0,0,25,52,307
21301156938,48,11,24,52,41,23,27,46,24,13,14,8,3,0,0,45,84,465
21301156939,47,7,25,30,28,32,21,34,34,23,24,11,17,4,3,33,123,506
21301156940,42,10,20,40,29,18,21,25,30,20,11,7,4,0,3,35,72,384
21301156941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21301156942,49,15,23,27,21,31,25,45,36,28,20,13,31,3,6,32,153,564
21301156943,16,3,7,20,12,10,12,20,14,4,7,0,8,0,0,25,39,193
21301156944,24,8,11,29,21,13,12,26,12,4,9,5,3,0,0,11,32,220
21301156945,37,8,29,24,14,20,18,16,22,5,9,12,3,0,3,7,49,283
21301156946,30,5,19,45,27,22,23,38,24,17,8,10,3,6,0,14,74,356
21301157001,54,20,18,28,14,16,30,36,35,31,41,21,25,0,3,14,109,487
21301157002,53,4,22,14,15,15,23,24,47,29,27,18,17,0,5,11,99,434
21301157003,76,17,29,25,12,27,35,57,46,67,35,17,40,7,6,13,185,690
21301157004,53,11,25,27,22,19,27,45,37,37,32,19,39,4,5,26,156,565
21301157005,64,20,27,19,25,24,34,41,37,31,37,15,28,6,4,31,130,575
21301157006,52,13,17,15,19,23,26,35,52,29,24,16,30,4,9,25,160,539
21301157007,41,15,24,17,19,20,26,24,28,33,15,7,11,6,6,21,110,426
21301157008,77,27,21,31,15,17,36,49,76,49,35,37,50,8,0,42,275,848
21301157009,51,14,15,14,13,15,20,33,30,32,19,15,17,4,4,3,111,423
21301157010,55,5,12,9,12,18,15,31,33,26,10,14,24,0,6,15,127,423
21301157011,57,15,30,44,21,44,33,44,41,31,27,26,31,13,3,47,225,737
21301157012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
21301157013,63,11,22,21,24,18,28,27,38,29,24,17,27,5,3,13,150,522
21301157014,53,8,14,17,12,22,38,68,56,41,32,22,21,7,6,36,192,641
21301157015,55,7,15,23,5,19,19,35,40,23,23,21,21,9,7,35,164,507
21301157016,64,19,24,34,27,32,31,51,53,53,28,35,40,9,7,20,232,747
21301157017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
21302134101,41,31,40,52,46,40,36,51,38,38,38,26,60,15,26,40,133,748
21302134102,24,10,14,45,24,25,17,28,33,19,16,20,41,9,7,21,118,488
21302134103,48,22,21,24,35,43,28,44,24,33,38,33,66,15,16,30,138,650
21302134104,33,16,16,16,25,13,18,18,30,17,21,18,14,13,10,29,68,376
21302134105,37,6,15,22,29,30,23,20,22,28,26,27,50,9,27,14,58,445
21302134106,22,8,17,23,21,21,25,17,29,17,34,18,54,16,25,31,117,494
21302134107,35,18,19,21,22,24,17,16,23,25,25,17,34,9,19,16,93,430
21302134108,20,12,14,38,40,20,34,23,20,21,25,13,28,5,15,26,60,408
21302134109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21302134110,22,12,18,28,20,37,16,45,34,46,39,31,49,10,25,29,95,567
21302134111,14,13,7,21,13,28,15,15,27,21,14,25,42,13,16,3,53,330
21302134112,32,12,18,34,27,15,15,23,26,26,21,26,46,13,19,20,90,455
21302134113,44,12,39,54,35,33,43,36,45,44,41,28,62,23,31,16,111,694
21302134114,32,10,15,27,34,18,18,26,33,31,28,27,62,15,14,19,98,504
21302134115,22,17,9,16,15,12,10,19,16,13,26,9,26,9,12,11,67,311
21302134116,45,18,23,29,27,38,28,27,44,35,31,30,60,21,37,19,97,618
21302134120,26,12,24,25,27,35,25,19,21,27,26,19,45,19,20,24,109,492
21302134124,7,10,5,19,33,15,18,14,22,12,26,23,35,3,9,18,63,335
21302134125,13,9,6,23,45,35,8,11,14,8,4,5,8,0,0,21,11,209
21302134126,19,13,5,22,24,27,18,23,23,18,26,18,46,13,9,20,62,382
21302134127,22,14,10,14,14,14,12,15,22,19,7,7,22,10,14,0,53,277
21302134128,41,27,30,33,35,29,22,41,41,35,25,34,54,11,11,26,124,612
21302134129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21302134130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21302134131,22,10,21,18,24,18,16,24,21,18,29,17,32,7,16,15,49,345
21302134132,14,10,9,19,18,22,17,13,26,22,27,7,42,5,11,26,54,355
21302134133,30,8,9,20,20,13,19,22,28,17,25,32,50,6,14,17,57,398
21302134134,37,15,16,17,27,34,10,16,36,28,25,19,25,5,6,20,49,378
21302134135,15,8,18,15,10,27,15,17,34,15,22,20,39,9,14,20,58,354
21302134136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21302134137,22,12,15,18,8,28,25,22,32,31,19,17,31,4,12,17,57,372
21302134138,26,11,10,22,27,27,20,26,26,15,14,12,27,12,19,17,80,384
21302134139,29,5,15,22,29,15,8,10,23,18,22,21,29,10,16,24,59,369
21302134140,30,4,16,11,19,21,31,31,20,23,22,16,33,3,10,10,60,362
21302134141,16,10,10,26,21,18,16,26,29,34,20,6,37,9,3,15,45,332
21302134201,16,9,20,19,12,23,22,29,24,15,15,7,11,0,0,20,48,279
21302134202,32,9,12,35,23,20,15,29,28,27,25,22,17,3,3,10,67,390
21302134203,23,7,18,19,24,20,15,30,28,22,23,10,15,4,7,10,63,336
21302134204,34,18,17,40,23,27,27,24,35,27,26,21,29,4,4,28,73,470
21302134205,43,9,29,31,34,25,32,28,29,26,19,22,47,3,9,29,90,513
21302134206,55,18,30,35,44,30,23,39,40,35,34,23,38,3,11,31,103,605
21302134207,21,13,13,16,20,18,19,18,19,9,10,15,21,3,10,13,48,291
21302134208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
21302134209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21302134210,19,10,13,18,18,24,16,27,20,19,16,7,12,0,3,25,40,291
21302134211,25,3,22,34,28,20,17,25,21,17,15,11,3,3,4,23,34,299
21302134212,10,5,17,17,38,25,22,21,20,14,25,5,10,4,0,20,56,315
21302134213,34,7,13,30,25,25,29,33,32,23,17,6,15,0,0,34,63,405
21302134214,25,11,16,16,22,9,15,22,20,12,13,11,12,0,0,15,31,252
21302134215,45,10,31,52,32,26,29,24,44,29,17,17,18,0,3,41,74,513
21302134216,32,11,14,20,19,25,13,15,21,20,17,17,13,4,0,14,31,274
21302134217,18,11,11,19,19,20,15,28,19,19,18,4,19,0,0,16,39,279
21302134218,43,14,30,30,44,26,25,45,49,36,30,29,29,5,5,26,113,570
21302134219,54,16,13,45,38,33,19,35,33,33,21,17,18,5,0,36,45,462
21302134220,42,14,29,32,43,38,20,46,60,42,28,24,39,12,6,25,127,624
21302134221,44,8,30,33,30,30,27,34,35,22,31,21,27,0,4,27,94,507
21302134222,45,16,23,31,20,40,24,40,42,43,44,18,44,6,10,31,114,593
21302134223,34,16,23,33,39,32,33,37,45,41,34,18,32,5,10,22,83,534
21302134224,40,9,18,31,25,13,24,27,39,15,30,21,26,0,3,15,91,424
21302134225,27,3,18,50,33,29,26,21,25,15,24,6,20,5,0,21,51,369
21302134226,50,0,29,42,41,25,20,28,36,32,25,21,27,3,4,45,83,516
21302134227,20,9,20,34,24,20,22,28,28,20,11,14,25,5,0,15,63,331
21302134228,19,9,19,36,21,30,15,17,30,18,16,13,14,3,0,31,61,363
21302134229,49,19,19,51,39,26,30,40,42,25,19,19,18,6,0,22,80,502
