SA1 (UR),Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,999 ($104,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500 or more ($182,000 or more)",Not stated,Not applicable,Total
21005124621,32,14,10,22,15,17,14,26,16,15,9,10,12,6,20,27,51,304
21005124624,35,3,9,18,22,18,11,18,26,13,20,9,8,7,18,16,48,325
21005124625,95,32,45,52,33,30,37,39,53,39,42,33,35,11,12,38,139,763
21005124627,44,12,24,31,11,15,21,26,35,15,27,15,19,5,11,15,92,409
21005124628,39,16,9,34,25,15,30,19,35,31,16,14,30,7,6,19,92,440
21005124629,29,12,9,17,20,18,10,15,13,20,20,12,12,5,3,19,38,271
21005124631,55,10,28,24,17,12,19,28,46,25,29,27,20,5,11,17,92,440
21005124633,116,32,64,69,39,48,45,61,62,25,35,26,37,12,14,43,269,1005
21005124634,54,9,25,40,19,16,21,30,35,30,21,28,28,4,13,24,82,472
21005124635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21005124636,42,5,17,27,12,22,30,23,36,32,29,16,32,0,14,9,137,480
21005124637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21005124638,27,7,15,17,17,21,21,34,37,25,28,24,35,4,4,22,124,464
21005124639,31,9,16,14,10,14,15,22,38,27,16,17,30,3,7,22,97,388
21005124640,38,12,22,20,9,20,21,20,27,35,15,19,36,10,12,4,117,413
21005124641,65,23,31,13,22,28,30,46,33,36,48,26,39,11,6,21,173,655
21005124642,39,8,12,18,14,18,12,21,28,29,26,20,61,8,5,10,152,481
21005124643,30,0,6,10,13,13,9,25,30,36,19,15,29,0,9,13,87,345
21005124644,21,5,10,8,6,13,13,25,27,22,20,17,18,7,3,0,74,290
21005124645,37,13,21,20,11,16,22,29,37,31,25,17,35,6,0,22,157,509
21005124646,40,13,8,14,23,11,21,28,42,30,26,27,56,8,6,21,167,545
21005124647,45,11,12,15,15,10,18,30,24,23,22,26,26,9,3,6,126,409
21005124648,43,10,20,14,6,22,16,34,31,34,31,20,41,6,13,19,131,502
21005124649,77,30,44,75,72,56,65,58,99,98,88,72,87,15,18,69,370,1404
21005124650,83,21,50,59,37,37,37,38,32,37,39,26,34,12,9,30,245,822
21005124651,13,0,4,10,12,11,4,4,15,13,10,13,7,0,3,29,21,166
21005124652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21005124653,28,11,20,17,12,6,15,20,35,31,25,18,22,12,3,15,97,383
21005124654,60,9,14,25,15,16,16,28,41,29,29,16,32,8,10,20,125,503
21005124655,24,8,13,24,8,14,12,26,25,16,19,13,22,9,4,10,100,348
21005124656,28,8,16,10,16,16,8,17,26,28,20,14,28,5,12,17,91,358
21005124701,62,12,44,70,50,27,34,28,25,25,12,5,4,0,0,40,103,537
21005124702,54,11,30,50,17,17,32,19,20,10,7,5,3,0,3,42,76,401
21005124703,68,23,49,74,53,29,17,32,30,20,7,4,6,4,0,31,141,588
21005124704,41,10,42,52,46,45,32,35,38,33,10,3,5,3,0,54,119,555
21005124705,39,12,41,54,51,26,9,29,19,11,9,5,0,0,0,53,98,462
21005124706,47,14,47,69,51,33,36,43,28,12,16,6,0,4,0,31,105,551
21005124707,31,14,31,36,21,11,14,20,15,15,14,0,6,0,5,21,71,328
21005124708,46,14,28,43,38,26,28,28,38,19,16,13,8,0,0,46,93,478
21005124709,55,10,35,53,35,21,19,35,33,10,19,8,4,3,0,37,111,491
21005124710,30,9,34,60,43,28,26,29,16,6,4,5,5,0,0,46,95,438
21005124711,66,13,22,60,38,23,25,41,33,24,17,9,8,0,0,35,107,523
21005124712,41,23,33,38,32,28,24,13,29,16,10,6,8,0,0,25,91,423
21005124713,58,20,33,75,42,27,29,31,36,18,8,4,5,5,0,47,145,589
21005124714,44,18,36,57,47,34,26,37,34,21,12,8,14,0,5,49,118,555
21005124715,49,18,58,72,51,37,36,41,28,19,23,6,11,0,0,60,146,653
21005124716,39,8,38,53,38,23,17,16,20,12,13,3,15,0,4,36,124,456
21005124717,50,18,38,46,41,30,32,27,26,17,9,4,11,0,0,44,104,497
21005124718,43,14,42,58,37,35,29,25,26,26,8,7,3,0,0,37,122,509
21005124719,36,9,23,37,43,26,19,17,19,6,7,0,11,0,0,26,92,375
21005124720,48,17,49,60,33,30,27,33,26,6,11,3,8,0,0,36,117,508
21005124721,51,10,33,66,44,28,29,35,27,13,23,8,7,0,0,29,134,523
21005124722,61,17,43,84,44,30,21,32,31,17,12,8,13,0,0,36,100,553
21005124723,63,17,44,55,37,33,28,34,35,28,7,11,6,0,0,39,147,585
21005124724,62,17,28,44,52,48,45,33,44,21,29,13,4,0,0,51,146,634
21005124725,64,12,55,70,49,31,36,42,32,28,27,3,9,0,0,50,146,652
21005124726,54,28,32,54,32,28,34,24,33,16,15,5,8,4,5,34,83,488
21005124727,39,16,37,43,48,32,26,33,31,18,8,5,3,0,0,25,93,474
21005124728,36,9,24,47,35,59,14,19,29,13,12,8,7,0,3,14,73,401
21005124729,7,6,18,35,21,8,14,16,15,5,0,3,0,0,0,16,48,220
21005124730,24,4,17,32,23,13,9,13,9,10,5,0,3,0,5,16,26,199
21005124801,3,6,8,5,0,4,6,3,6,0,5,0,5,5,6,48,12,124
21005125001,19,7,11,26,39,27,26,41,44,40,30,20,25,0,10,14,56,424
21005125002,25,5,25,39,28,26,17,37,25,32,19,15,19,4,0,26,73,398
21005125003,45,14,29,32,39,33,41,57,59,34,34,27,33,5,0,23,98,611
21005125004,37,13,21,41,40,44,26,54,39,33,34,29,35,4,0,35,87,573
21005125005,25,5,22,45,36,25,29,34,30,23,22,16,16,0,0,20,56,402
21005125006,37,14,29,35,35,26,26,31,25,15,11,15,8,4,4,20,56,377
21005125007,23,5,17,41,54,31,31,54,56,36,26,22,18,5,4,41,81,540
21005125008,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
21005125009,50,11,23,44,41,28,17,31,40,21,31,12,30,5,0,17,69,473
21005125010,27,6,23,53,40,29,21,30,23,33,19,16,14,8,3,6,47,390
21005125011,26,4,22,45,35,25,23,41,32,24,13,14,15,0,0,17,45,374
21005125012,17,11,15,33,35,13,11,12,12,26,14,10,9,0,5,17,53,289
21005125013,20,7,8,28,29,26,24,17,16,15,17,20,26,0,4,12,52,320
21005125014,12,4,20,30,31,30,23,32,31,17,26,23,28,5,6,16,79,406
21005125015,13,10,9,18,19,11,14,8,18,9,13,6,6,0,0,13,39,212
21005125016,22,3,10,27,28,11,30,20,26,22,19,13,14,6,0,19,68,331
21005125017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,43
21005125018,20,3,8,32,25,19,25,33,24,19,15,10,9,0,0,14,48,314
21005125019,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
21005144101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
21005144102,33,13,9,21,22,25,15,17,23,23,22,10,11,0,0,10,80,336
21005144103,24,8,10,20,21,16,30,14,30,12,11,8,14,0,0,18,62,291
21005144104,45,20,26,31,25,30,45,50,39,16,18,0,10,0,0,19,116,498
21005144105,20,9,10,13,15,9,18,23,23,9,5,8,8,0,3,15,42,233
21005144106,45,3,24,20,37,32,30,29,31,23,9,11,13,0,0,25,124,463
21005144107,37,12,17,16,26,24,22,34,40,14,9,7,13,0,0,11,59,341
21005144108,30,9,15,32,31,20,21,22,28,14,12,6,6,3,0,32,68,349
21005144109,44,8,22,28,17,14,32,36,30,23,8,9,13,0,4,22,82,402
21005144110,17,16,15,20,18,10,23,27,25,17,12,0,10,0,0,31,48,287
21005144111,48,13,25,53,45,37,31,42,27,19,9,15,14,0,0,40,102,515
21005144112,39,15,29,33,26,17,57,23,54,23,25,12,12,0,3,27,114,506
21005144113,32,14,25,28,25,21,26,24,20,19,13,7,5,0,0,23,61,350
21005144114,33,6,19,14,20,21,31,31,27,19,16,9,17,0,0,18,91,377
21005144115,29,11,14,26,28,26,25,27,27,18,11,3,13,0,6,29,90,374
21005144116,30,5,20,25,27,27,22,20,23,9,7,7,10,0,0,11,63,303
21005144117,18,15,12,21,19,16,20,18,31,20,9,10,6,0,0,22,71,298
21005144118,52,13,16,21,28,31,30,44,51,36,26,14,10,0,3,18,149,557
21005144119,30,9,29,55,44,31,22,44,32,11,15,6,12,0,0,28,85,462
21005144120,24,8,3,15,13,12,15,18,28,14,4,7,13,0,0,14,33,228
21005144121,42,14,20,35,35,34,32,34,40,37,14,13,6,0,0,30,119,515
21005144122,26,4,15,13,18,19,23,39,26,15,18,6,13,7,0,10,59,293
21005144201,68,12,35,26,22,19,26,41,33,36,28,17,22,3,4,31,131,553
21005144202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21005144203,38,8,4,18,13,17,14,24,29,18,19,17,16,0,4,17,121,385
21005144204,40,6,12,39,25,25,26,26,13,16,10,15,22,0,0,21,116,417
21005144205,17,0,3,4,3,3,0,3,5,5,0,3,3,0,0,7,8,66
21005144206,59,11,8,32,27,24,35,57,54,30,40,13,20,8,4,32,144,604
21005144207,54,23,45,29,20,21,35,44,34,39,40,23,42,6,10,34,148,643
21005144208,43,14,20,21,12,22,37,42,35,24,24,16,26,0,0,12,125,481
21005144209,70,18,41,41,34,30,31,47,47,41,38,21,15,0,4,32,153,673
21005144210,28,10,16,14,14,12,12,21,22,15,11,5,5,0,0,8,66,263
21005144212,59,20,34,24,31,36,31,40,45,39,28,21,46,12,12,15,109,603
21005144213,48,12,18,13,14,21,21,37,43,25,23,19,18,3,7,21,146,492
21005144214,27,14,26,22,22,16,22,34,39,16,16,3,19,0,4,29,86,411
21005144215,35,10,10,14,17,22,16,26,25,13,23,9,19,5,0,15,89,342
21005144216,30,3,14,15,8,20,22,27,34,23,13,11,8,0,0,0,76,316
21005144217,29,9,21,12,13,19,22,13,20,17,6,11,13,0,0,15,77,300
21005144218,49,14,11,28,17,22,25,32,27,19,13,15,13,3,0,9,87,378
21005144219,48,16,21,19,26,23,34,41,48,43,32,9,19,0,5,20,164,561
21005144220,33,3,16,32,21,19,26,22,33,21,26,17,20,0,0,17,98,412
21005144221,41,8,31,24,13,13,14,20,29,16,18,14,10,0,0,6,106,357
21005144222,23,9,11,14,15,14,10,10,14,6,12,6,15,0,0,20,64,245
21005144223,45,13,26,24,16,17,24,23,47,28,24,10,17,0,0,20,137,472
21005144224,43,6,11,13,23,12,17,27,20,22,13,13,16,0,4,8,114,357
21005144226,63,32,38,43,43,24,45,59,54,31,34,16,34,6,9,21,220,767
21005144227,39,10,13,31,12,26,19,23,29,11,18,6,9,3,3,15,100,363
21005144228,24,8,7,11,16,12,24,34,25,33,18,11,3,0,0,16,50,277
21005144229,38,11,13,25,17,13,19,29,23,23,19,13,10,3,9,11,89,356
21005144230,41,11,10,27,19,12,14,28,23,23,20,18,18,4,3,14,113,402
21005144231,50,15,26,26,21,49,35,51,47,44,30,26,33,5,7,30,217,707
21005144301,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12
21005144303,45,12,20,30,31,29,27,29,36,21,12,8,9,0,0,39,91,442
21005144304,42,9,29,24,24,25,17,19,25,13,22,11,21,3,0,26,104,427
21005144305,36,15,19,25,34,21,38,31,33,23,17,11,13,0,0,21,75,402
21005144306,17,4,21,16,17,17,19,25,18,10,13,0,10,0,0,3,53,254
21005144307,18,6,16,14,26,15,15,27,20,15,10,12,9,0,0,14,48,269
21005144308,30,7,11,20,10,16,19,19,25,14,11,3,9,0,0,12,30,237
21005144309,72,12,44,39,30,38,25,61,39,29,35,14,35,8,3,32,174,696
21005144310,50,22,33,35,34,24,26,45,39,16,12,14,16,0,3,30,92,499
21005144311,24,10,17,20,17,23,15,18,27,22,12,5,11,0,8,5,77,307
21005144312,38,13,23,23,21,16,16,20,43,19,24,16,17,6,6,0,98,402
21005144313,31,7,23,29,21,10,15,32,21,26,15,14,7,0,0,18,123,391
21005144314,47,22,37,40,23,34,34,44,37,41,27,3,9,0,0,17,135,561
21005144315,33,6,19,13,21,13,16,28,24,13,14,3,8,0,0,14,54,282
21005144316,28,8,24,32,24,25,42,26,39,20,13,6,9,0,0,27,77,400
21005144317,33,0,8,18,11,28,24,20,27,21,11,9,10,0,0,10,54,285
21005144318,53,20,19,28,23,33,28,45,29,30,14,16,16,5,8,34,101,505
21005144319,25,7,20,32,36,35,45,40,31,13,10,13,11,6,0,22,51,405
21005144320,24,7,16,42,25,33,29,40,34,22,11,10,4,0,3,38,63,398
21005144321,21,10,25,20,21,21,23,21,20,12,12,3,5,0,3,25,47,297
21005144322,51,17,23,29,26,44,38,34,39,25,8,7,9,9,0,23,96,479
21005144323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21005144324,20,13,21,23,22,15,26,28,34,21,8,3,7,0,0,29,71,342
21005144325,31,8,18,33,36,36,26,40,37,22,20,11,16,0,0,41,64,461
21005144326,61,14,27,33,38,32,31,46,41,18,22,12,18,6,0,18,151,569
21005144327,14,4,12,10,22,10,16,18,28,12,14,7,4,0,0,8,38,224
21005144328,57,13,36,40,21,20,33,50,48,34,19,7,21,0,4,43,127,575
21005144329,56,14,26,36,36,33,38,40,52,22,32,13,21,4,3,20,109,557
21005144330,73,26,43,50,37,48,46,50,65,58,31,29,30,3,12,47,289,939
21005144331,26,8,16,28,19,13,15,26,13,17,17,7,15,0,0,21,62,313
21005144332,25,12,23,17,9,18,10,24,37,14,18,8,18,0,3,12,82,324
21005144333,47,11,24,27,45,31,36,36,40,27,20,9,11,0,0,54,154,566
21005144334,34,8,22,34,18,20,23,32,33,20,21,7,16,4,0,18,55,364
21005144336,25,6,19,18,11,23,15,15,27,16,12,5,8,0,0,11,33,244
21005144337,37,9,20,31,18,20,22,35,38,33,15,13,20,5,4,17,145,485
21005144338,50,14,26,31,39,27,22,48,44,29,24,22,35,6,0,22,192,626
21005144339,68,11,39,40,29,28,26,44,45,33,24,26,29,7,5,32,196,691
21005144340,48,15,31,26,17,20,19,41,42,19,22,12,17,0,0,19,180,528
21005144341,66,21,28,38,38,21,28,19,43,29,25,18,24,5,0,18,190,598
21005144342,54,20,36,30,19,20,33,40,44,27,32,18,38,13,5,20,235,693
21005144343,70,13,41,46,32,22,28,38,46,29,37,7,31,4,5,22,211,687
21005144344,50,7,33,31,28,35,28,38,35,28,20,6,22,3,3,38,173,594
21005144345,54,10,26,31,27,25,33,37,45,22,26,18,20,3,0,21,161,553
21005144346,32,9,17,24,22,15,23,23,20,17,12,13,21,8,0,0,129,402
21005144347,79,14,35,39,41,34,28,38,29,28,27,28,38,15,8,29,201,706
21005144348,65,17,29,50,23,26,56,59,63,44,37,24,16,4,3,47,235,797
21005144349,65,3,34,41,27,39,44,51,43,31,17,18,24,5,4,38,210,698
21005144503,58,14,9,19,16,39,21,29,34,29,35,15,24,8,8,26,116,502
21005144505,68,10,17,26,26,37,25,29,59,33,21,29,22,0,9,30,73,511
21005144506,41,12,13,20,17,18,28,26,41,37,33,13,16,4,0,11,143,462
21005144507,9,7,11,10,4,6,14,10,19,20,17,11,12,0,0,24,58,223
21005144508,32,11,18,15,15,23,23,38,41,27,7,18,16,3,0,10,114,413
21005144509,46,10,18,16,12,26,20,34,32,31,25,18,13,5,3,14,145,481
21005144510,47,13,9,7,20,18,18,38,47,27,20,4,18,0,0,11,143,450
21005144511,38,5,8,10,13,14,17,24,35,26,11,5,10,0,0,10,107,337
21005144512,43,14,19,18,10,19,24,50,40,32,27,16,37,0,0,35,163,563
21005144513,23,9,10,8,5,14,18,25,17,25,13,15,11,5,7,10,103,304
21005144514,22,4,11,16,16,16,9,17,7,15,9,6,4,3,6,16,34,227
21005144515,20,7,8,18,18,18,20,38,28,17,17,9,17,5,0,40,113,390
21005144516,45,11,16,18,13,23,20,28,41,33,23,15,24,0,6,27,173,509
21005144517,32,5,16,13,14,15,27,37,42,29,25,13,17,0,0,27,124,446
21005144518,51,8,20,12,18,37,25,68,87,60,53,35,33,0,3,38,193,742
21005144519,51,7,19,18,13,19,26,58,65,40,30,22,30,0,3,36,141,568
21005144520,37,7,24,21,20,22,22,31,26,16,22,15,23,4,6,14,144,458
21005144521,41,17,26,13,19,25,29,40,57,37,33,20,13,3,0,30,194,596
21005144522,37,6,24,16,16,11,19,36,60,29,15,9,13,0,0,20,101,409
21005144523,34,6,20,24,18,27,33,37,29,29,24,20,16,0,5,8,139,464
21005144524,16,0,3,9,0,10,16,17,17,13,12,3,4,3,0,13,68,211
21005144525,59,7,19,15,23,22,45,51,65,37,22,20,32,4,3,39,195,652
21005144526,79,10,29,42,27,42,33,61,53,43,40,18,35,3,4,41,286,843
21005144527,56,10,6,21,24,11,32,42,43,43,23,5,16,3,0,28,153,513
21005144528,17,5,3,6,3,20,15,22,18,24,6,7,5,0,5,21,87,263
21005144529,28,10,7,17,5,18,13,30,35,30,20,18,17,3,0,24,115,397
21005144530,42,10,17,10,19,26,35,42,50,15,22,21,29,7,0,20,168,525
21005144531,33,9,12,12,10,16,19,38,34,21,22,13,14,0,7,12,122,383
21005144532,39,14,18,23,30,19,38,37,52,34,29,17,17,3,6,25,158,552
21005144533,25,3,8,19,13,8,17,27,31,19,14,11,13,4,0,19,93,306
21005144534,31,7,9,23,17,16,20,35,31,20,12,7,8,3,0,16,134,386
21005144535,20,10,12,3,12,11,5,26,35,26,15,12,10,0,0,5,103,303
21005144536,33,6,7,31,27,22,25,37,44,27,30,11,16,3,6,40,131,482
21005144537,18,5,13,11,13,26,21,34,38,23,26,8,15,0,0,9,125,375
21005144538,26,12,19,17,10,21,14,37,47,35,22,12,11,4,0,17,127,441
21005144539,27,4,8,4,5,9,13,17,27,29,18,8,18,3,0,8,83,286
21005144540,20,8,8,8,8,8,8,14,24,20,20,6,15,0,0,10,62,235
21005144541,37,9,11,17,13,22,18,39,30,23,21,10,15,0,0,17,131,406
21005144542,4,3,8,5,19,13,3,7,18,0,8,3,3,4,0,7,7,120
21005144543,21,5,0,16,12,16,16,29,33,9,18,3,11,4,0,20,93,308
21005144544,18,9,7,16,6,12,29,25,29,18,9,7,9,0,0,26,98,328
21005144545,47,11,11,17,12,17,35,47,62,32,27,20,27,0,8,31,157,568
21005144546,41,8,23,15,18,17,31,39,41,34,21,11,9,3,5,45,127,473
21005144547,38,10,22,19,16,28,18,32,46,25,23,20,14,5,3,4,119,428
21005144548,19,3,12,8,15,18,24,37,42,12,16,12,9,0,3,15,81,320
21005144549,28,10,13,16,15,12,19,19,30,23,14,12,13,0,6,23,117,370
21005144550,59,5,30,15,13,25,25,41,68,49,42,11,22,0,0,26,157,598
21005144551,43,15,17,12,14,26,28,46,47,36,28,11,16,0,0,17,158,522
21005144552,52,5,18,20,20,32,32,39,55,46,33,22,26,3,0,35,198,627
21005144553,54,4,13,17,12,17,15,27,47,31,21,13,22,0,0,14,162,474
21005144554,54,9,25,14,20,37,25,48,50,45,44,18,19,6,0,15,192,622
21005144555,55,10,42,34,32,39,40,71,80,59,37,18,20,4,3,40,249,831
21005154201,38,14,9,17,15,18,23,16,30,36,16,16,15,0,4,21,152,445
21005154202,47,17,13,20,19,17,36,35,51,46,26,12,21,3,4,11,164,545
21005154203,51,19,13,22,15,16,18,32,27,26,21,18,10,3,3,16,114,432
21005154204,34,9,18,26,21,30,31,40,48,25,17,7,15,0,0,18,168,492
21005154205,65,11,20,31,30,25,26,48,65,49,34,28,27,9,0,18,224,701
21005154206,39,11,16,16,19,19,28,21,41,20,22,5,17,3,0,4,117,398
21005154207,33,8,14,14,17,26,28,38,39,22,11,12,9,0,0,10,127,408
21005154208,44,10,34,37,23,26,26,39,37,22,21,16,10,4,0,23,151,521
21005154209,31,16,30,30,19,25,32,34,46,29,17,23,16,4,0,8,172,539
21005154210,23,13,22,17,17,25,23,33,31,19,14,9,17,0,0,13,110,396
21005154211,38,10,23,26,36,28,27,39,39,27,20,13,17,5,3,19,156,517
21005154212,34,9,7,22,9,9,20,24,32,18,13,11,18,3,5,12,107,364
21005154213,26,9,6,19,8,18,19,28,19,15,18,10,25,4,5,27,120,375
21005154214,34,9,32,17,27,13,29,53,53,28,24,10,12,3,0,25,165,537
21005154215,50,14,23,33,9,29,25,40,45,35,27,16,16,3,3,7,161,528
21005154216,32,13,20,27,17,15,22,40,34,19,18,7,11,0,0,12,122,413
21005154217,30,8,12,19,18,9,15,40,29,21,20,9,15,3,0,4,143,403
21005154218,67,15,39,28,26,48,33,43,39,40,23,18,19,7,0,25,206,661
21005154219,48,6,17,32,20,21,23,24,25,20,10,8,17,7,0,29,132,435
21005154220,59,23,24,38,19,22,25,42,53,34,25,11,20,5,4,33,207,634
21005154301,45,16,39,24,42,31,31,41,61,43,41,13,26,4,0,42,183,688
21005154302,52,19,32,41,29,34,27,35,53,35,20,13,24,3,4,3,176,607
21005154303,52,16,27,15,15,24,22,22,42,28,21,9,10,0,0,11,139,456
21005154304,33,5,23,14,18,17,34,26,58,25,29,16,22,3,6,21,113,453
21005154305,67,16,26,18,20,21,17,19,39,42,23,14,23,6,13,28,192,586
21005154306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
21005154307,54,12,24,11,15,20,33,45,50,32,13,10,16,3,3,25,111,475
21005154308,44,9,21,11,17,22,21,20,32,26,17,6,17,6,0,11,137,409
21005154309,60,9,29,31,19,29,37,38,50,37,30,17,30,3,4,35,220,684
21005154310,15,7,16,17,19,22,18,13,17,12,10,7,0,0,0,97,102,365
21005154311,45,10,13,26,17,17,15,29,23,22,17,18,17,0,0,12,108,381
21005154312,48,11,37,36,27,40,26,41,52,21,23,8,14,4,0,51,114,553
21005154313,45,12,25,15,25,9,19,34,29,18,19,9,16,4,3,21,89,379
21005154314,52,23,15,31,18,26,31,48,42,34,24,20,25,10,0,23,131,553
21005154315,45,10,28,32,24,31,26,46,36,29,15,14,20,4,3,39,115,519
21005154316,45,10,15,28,20,18,26,35,39,32,13,15,20,5,0,13,104,444
21005154317,62,18,33,29,23,35,35,42,39,31,27,17,23,6,6,32,181,627
21005154318,62,16,18,23,37,41,46,44,57,18,22,19,19,3,8,39,187,655
21005154319,60,20,41,39,31,35,31,39,32,22,19,7,15,0,0,20,157,579
21005154320,46,21,28,22,32,19,23,19,27,27,13,15,12,0,3,18,130,444
21005154321,73,24,32,41,35,31,31,23,55,25,25,21,30,9,0,22,166,632
21005154322,14,9,9,74,65,36,26,24,8,0,0,0,0,0,0,29,0,305
21005154323,79,16,41,49,43,38,27,61,56,48,35,24,34,4,6,32,274,863
21005154324,79,14,41,47,42,35,33,75,68,47,19,22,20,0,4,35,207,778
21005154325,29,9,26,34,22,33,24,34,39,29,24,8,15,4,3,10,116,458
21005154401,46,10,21,35,41,38,24,32,25,18,9,11,12,0,0,47,66,441
21005154402,48,15,50,42,23,37,34,30,31,29,19,4,12,0,3,11,123,508
21005154403,33,11,19,36,27,34,26,41,45,24,4,3,3,0,0,14,74,400
21005154404,31,4,22,31,25,20,20,22,27,15,11,4,7,0,0,16,62,307
21005154405,33,14,28,39,51,18,23,31,19,19,18,6,4,0,0,35,74,419
21005154406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
21005154407,90,17,35,39,30,28,35,47,38,16,24,16,16,4,5,18,139,607
21005154408,33,5,27,22,19,18,16,16,14,7,14,4,16,0,0,3,74,293
21005154409,44,11,33,41,19,23,24,31,37,19,19,4,8,0,0,31,101,449
21005154410,34,7,23,23,31,12,16,29,39,20,12,14,8,4,4,25,86,382
21005154411,31,5,28,25,17,28,18,30,27,12,14,5,18,0,5,10,66,345
21005154412,29,3,23,47,41,22,23,34,18,11,9,9,18,0,0,14,78,379
21005154413,29,17,35,33,29,23,27,24,24,25,16,6,16,0,0,11,85,385
21005154414,29,16,33,27,22,23,16,29,24,15,12,6,11,0,6,21,69,359
21005154415,39,18,44,45,30,18,15,23,33,20,11,9,16,0,3,28,78,425
21005154416,79,14,24,26,32,28,20,27,33,26,19,15,16,0,3,29,80,462
21005154417,58,20,28,33,24,34,22,35,37,28,16,11,9,4,0,13,85,451
21005154418,74,16,38,38,27,35,24,38,20,13,17,11,15,9,3,30,78,480
21005154419,33,19,30,36,28,27,28,20,25,14,10,0,9,0,4,27,88,404
21005154420,25,6,14,19,18,10,16,8,15,12,15,13,11,0,4,17,39,227
21005154421,48,19,41,44,37,27,24,30,28,18,22,3,13,0,0,29,89,473
21005154422,31,8,15,17,24,13,18,22,21,11,4,0,3,0,0,19,54,271
21005154423,37,13,30,37,26,19,17,27,20,15,14,12,16,3,6,20,66,377
21005154424,49,15,29,34,37,43,33,35,26,25,23,11,19,0,0,14,96,498
21005154501,36,9,27,19,17,16,22,16,21,16,12,5,10,0,0,19,110,359
21005154502,46,16,26,46,40,35,26,40,35,23,16,12,12,3,0,17,109,502
21005154503,24,18,19,29,19,20,9,16,13,18,17,4,6,0,0,22,77,310
21005154504,54,27,34,43,34,27,23,25,34,24,21,14,15,0,0,44,127,549
21005154505,59,22,59,74,41,24,40,27,33,20,6,3,20,3,0,21,179,624
21005154506,43,17,43,48,32,26,18,19,30,13,16,6,8,4,3,34,138,513
21005154507,72,28,44,67,37,36,31,20,22,23,16,8,9,9,4,39,153,618
21005154508,28,12,24,46,21,22,18,31,27,14,8,6,7,0,0,12,93,364
21005154509,34,7,28,16,8,22,12,16,10,5,6,3,4,0,0,21,75,271
21005154510,72,30,68,63,49,29,31,31,27,23,20,8,11,0,4,51,204,718
21005154511,41,14,25,54,38,30,20,27,24,10,9,0,9,0,0,25,106,421
21005154512,60,11,41,50,31,22,19,30,33,21,20,7,13,0,0,20,107,483
21005154513,52,9,34,54,25,24,20,29,35,16,15,6,9,6,3,12,99,461
21005154514,83,26,53,46,39,36,24,35,39,27,20,9,18,5,0,25,162,645
21005154515,26,7,33,19,23,23,17,13,24,3,6,9,5,0,3,15,100,340
21005154516,63,27,53,40,37,39,30,19,38,8,13,9,6,4,0,63,156,596
21005154517,9,4,7,19,24,25,14,18,5,0,0,0,0,0,0,17,6,157
21005154518,6,0,12,87,24,9,10,5,5,9,0,0,0,0,0,10,0,164
21005154519,68,28,42,40,38,27,46,31,34,21,3,11,14,4,0,36,159,601
21005154520,66,21,62,66,43,46,48,28,38,27,8,11,10,7,5,48,227,775
21005154521,52,20,42,43,21,14,23,17,20,20,8,3,13,4,5,14,155,468
21005154522,48,9,20,34,15,23,20,23,24,10,10,10,5,0,0,14,79,364
21005154523,59,19,29,57,23,22,14,42,32,17,11,9,16,0,0,6,101,452
21005154524,54,24,37,42,30,20,18,20,23,20,17,6,10,5,0,25,120,474
21005154525,32,12,25,23,16,16,15,15,22,8,11,10,5,0,3,11,80,293
21005154526,52,12,40,50,27,20,18,24,35,13,16,9,6,5,3,36,128,491
21005154527,47,13,48,48,27,29,26,23,27,17,11,7,20,5,6,26,200,588
21005154528,36,6,26,26,29,26,12,28,17,16,6,11,3,0,0,18,82,352
21005154529,33,14,19,37,20,18,20,18,31,16,11,6,12,4,0,15,73,338
21005154530,46,19,37,38,28,26,21,29,19,9,9,4,9,3,4,22,104,419
21005154531,26,8,26,24,17,17,11,23,14,7,13,13,9,0,0,19,84,316
21005154532,64,8,34,37,23,34,37,34,19,7,13,13,9,0,3,18,95,447
21101125101,16,4,11,8,10,11,20,17,14,16,11,4,15,0,0,3,39,197
21101125102,38,14,27,28,33,25,30,24,21,28,16,10,16,10,0,26,79,426
