SA1 (UR),"Oceania and Antarctica, nfd",New Zealand,Melanesia,Micronesia,Polynesia (excludes Hawaii),Antarctica,"North-West Europe, nfd","United Kingdom, Channel Islands and Isle of Man",Ireland,Western Europe,Northern Europe,"Southern and Eastern Europe, nfd",Southern Europe,South Eastern Europe,Eastern Europe,"North Africa and the Middle East, nfd",North Africa,Middle East,"South-East Asia, nfd",Mainland South-East Asia,Maritime South-East Asia,"North-East Asia, nfd",Chinese Asia (includes Mongolia),Japan and the Koreas,"Southern and Central Asia, nfd",Southern Asia,Central Asia,"Americas, nfd",Northern America,South America,Central America,Caribbean,"Sub-Saharan Africa, nfd",Central and West Africa,Southern and East Africa,Supplementary codes,Not stated,Total
20101100206,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,6,0,4,0,0,13,0,0,9,0,0,4,0,0,0,0,0,4,0,20,66
20101100207,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,13,42
20101100208,0,10,0,0,0,0,0,17,3,5,0,0,0,0,0,0,0,4,0,3,0,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0,28,96
20101100209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100211,0,11,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,0,4,0,5,0,0,7,0,0,6,0,0,0,0,0,0,0,9,63
20101100212,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,17,0,0,4,0,0,0,0,0,0,0,42,82
20101100213,0,4,0,0,0,0,0,18,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,19,62
20101100214,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,16,56
20101100215,0,8,0,0,0,0,0,22,3,4,0,0,0,0,3,0,0,0,0,8,4,0,0,3,0,13,5,0,4,0,0,0,0,0,0,0,22,103
20101100216,0,6,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,4,4,0,0,0,0,0,0,20,72
20101100217,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,24,71
20101100218,0,5,0,0,0,0,0,8,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,9,50
20101100219,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,12,39
20101100220,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,39
20101100221,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,36
20101100222,0,13,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,3,0,4,15,0,6,0,0,5,0,0,3,3,0,0,0,0,0,0,12,90
20101100223,0,9,0,0,0,0,0,9,3,6,0,0,0,0,0,0,0,4,0,5,3,0,0,0,0,10,0,0,9,0,0,0,0,0,0,0,44,100
20101100224,0,3,0,0,0,0,0,15,0,4,0,0,5,4,0,0,0,0,0,0,11,0,4,5,0,20,0,0,8,4,0,0,0,0,5,0,30,113
20101100225,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,15,42
20101100226,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,10,39
20101100227,0,5,0,0,0,0,0,17,0,3,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,10,60
20101100228,0,0,0,0,0,0,0,10,3,0,0,0,0,4,0,0,0,0,0,5,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,21,57
20101100229,0,4,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,16,49
20101100230,0,4,0,0,0,0,0,12,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,42
20101100231,0,3,0,0,0,0,0,15,0,5,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,23,0,0,8,5,0,0,0,0,0,0,24,89
20101100232,0,0,0,0,0,0,0,6,0,3,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,19,68
20101100233,0,6,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,6,4,0,6,5,0,13,0,0,3,0,0,0,0,0,0,0,13,72
20101100234,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,15,47
20101100501,0,7,0,0,0,0,0,31,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,62
20101100502,0,5,0,0,0,0,0,30,6,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,22,91
20101100504,0,6,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,22,77
20101100505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,57,73
20101100506,0,3,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,4,0,0,0,0,0,0,0,10,0,7,67
20101100507,0,0,0,0,0,0,0,18,0,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,60
20101100508,0,5,0,0,0,0,0,24,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,11,61
20101100509,0,0,0,0,0,0,0,11,0,10,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,10,49
20101100510,0,3,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,49
20101100511,0,3,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,38
20101100512,0,6,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29
20101100513,0,0,0,0,0,0,0,9,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,42
20101100514,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,17
20101100515,0,4,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,63
20101100516,0,6,0,0,0,0,0,5,3,5,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,37
20101100517,0,5,0,0,0,0,0,20,0,3,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,12,0,0,0,4,0,0,0,0,3,0,17,85
20101100518,0,4,0,0,0,0,0,41,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,70
20101100519,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,57
20101100601,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,115,146
20101100602,0,0,0,0,0,0,0,11,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,46
20101100603,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,60
20101100604,0,0,0,0,0,0,0,11,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,12,30
20101100607,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25
20101100610,0,0,0,0,0,0,0,10,0,7,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39
20101100611,0,3,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,25,47
20101100612,0,3,0,0,0,0,0,13,0,3,0,0,0,5,0,0,5,0,0,5,7,0,0,0,0,15,0,0,3,0,0,0,0,3,3,0,33,94
20101100613,0,5,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,19,51
20101100614,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16
20101100615,0,3,0,0,0,0,0,12,0,4,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,47
20101100616,0,6,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,47
20101100618,0,4,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,33,0,0,5,0,0,0,0,0,11,0,8,79
20101100619,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,17,54
20101100620,0,10,0,0,3,0,0,9,0,0,0,0,3,0,0,0,3,0,0,5,17,0,5,0,0,111,0,0,3,0,0,0,0,0,4,0,12,197
20101100621,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,9,0,0,4,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0,4,15,58
20101100622,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,4,0,7,0,0,16,0,0,0,0,0,0,0,0,6,0,7,54
20101100623,0,14,0,0,0,0,0,23,0,3,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,22,0,0,0,0,0,0,0,0,8,0,9,106
20101100624,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,57
20101100625,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,30
20101100626,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,35,0,0,3,0,0,0,0,0,0,0,5,59
20101100627,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,22
20101100628,0,7,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,14,65
20101100629,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,6,0,0,4,0,0,0,0,0,0,0,20,62
20101100630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100631,0,5,3,0,3,0,0,10,0,7,0,0,5,0,0,0,4,0,0,0,11,0,6,0,0,43,0,0,7,0,0,0,0,4,5,0,39,143
20101100701,0,4,0,0,0,0,0,8,0,5,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35
20101100702,0,5,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33
20101100703,0,3,0,0,0,0,0,23,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,56
20101100704,0,10,0,0,0,0,0,18,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,57
20101100705,0,3,0,0,0,0,0,15,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,48
20101100706,0,9,0,0,0,0,0,22,0,14,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,72
20101100707,0,5,0,0,0,0,0,20,0,5,0,0,0,3,3,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,76
20101100708,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,30
20101100709,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,22
20101100801,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,47,60
20101100804,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,65
20101100805,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,55,81
20101100806,0,3,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,74
20101100807,0,0,0,0,0,0,0,14,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24,58
20101100808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100809,0,5,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,9,0,0,0,3,0,0,0,0,0,0,60,108
20101100810,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,45
20101100811,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,20,55
20101100812,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,33,55
20101100813,0,3,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,11,49
20101100814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
20101100815,0,11,0,0,0,0,0,3,0,4,0,0,5,0,0,0,0,0,0,3,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,52,95
20101100816,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18
20101100818,0,3,0,0,0,0,0,7,0,4,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,46
20101100820,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0,35,78
20101100821,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,30,71
20101100822,0,0,0,0,3,0,0,7,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,65
20101100823,0,5,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,50,99
20101100824,0,0,0,0,0,0,0,15,4,15,0,0,3,3,0,0,0,0,0,0,9,0,6,0,0,22,0,0,0,0,0,0,0,0,0,0,38,127
20101100825,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,4,0,7,0,0,4,0,0,5,0,0,0,0,0,5,0,21,55
20101100826,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,51
20101100827,0,7,0,0,5,0,0,11,0,3,0,0,0,0,4,0,0,0,0,4,14,0,4,0,0,12,0,0,0,0,0,0,0,0,4,0,30,91
20101100828,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,40
20101100829,0,5,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,13,56
20101100830,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,51
20101100831,0,3,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,19,54
20101100832,0,0,0,0,0,0,0,7,0,5,0,0,0,4,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,68,103
20101100833,0,3,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,7,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,17,53
20101100834,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,40
20101100835,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35
20101100836,0,6,0,0,0,0,0,15,0,7,0,0,4,0,6,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,17,65
20101100837,0,4,0,0,0,0,0,15,0,8,0,0,6,4,0,0,5,0,0,3,4,0,5,0,0,6,0,0,3,0,0,0,0,0,4,0,5,71
20101100838,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24
20101100839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32
20101100841,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,22
20101100842,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13
20101100843,0,3,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,38,93
20101100844,0,7,0,0,0,0,0,21,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,51
20101100845,0,6,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,18,0,12,76
20101148101,0,3,0,0,0,0,0,25,0,9,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,24,0,0,3,0,0,0,0,0,3,0,27,106
20101148102,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,21,46
20101148103,0,3,0,0,0,0,0,10,0,8,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,0,0,0,0,0,5,0,18,70
20101148104,0,6,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,4,0,0,0,0,4,0,21,60
20101148105,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,7,37
20101148106,0,3,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,14,31
20101148107,0,5,0,0,0,0,0,10,0,3,0,0,0,4,4,0,0,0,0,4,0,0,5,0,0,20,0,0,5,0,0,0,0,0,0,0,19,74
20101148108,0,8,0,0,0,0,0,23,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,7,0,0,0,0,4,0,0,27,76
20101148109,0,5,0,0,0,0,0,18,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,20,55
20101148110,0,5,0,0,0,0,0,36,4,6,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,6,0,25,108
20101148111,0,9,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,35,65
20101148112,0,3,0,0,0,0,0,19,4,5,0,0,0,0,4,0,0,5,0,0,7,0,4,4,0,9,0,0,7,3,0,0,0,0,0,0,24,95
20101148113,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,17,0,0,5,5,0,0,0,0,0,0,42,104
20101148114,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,3,0,0,0,0,0,0,0,13,50
20101148115,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,4,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,18,46
20101148116,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,5,0,15,35
20101148117,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,13,53
20101148118,0,3,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,39,77
20101148119,0,3,0,0,0,0,0,19,0,12,0,0,0,4,0,0,0,5,0,0,7,0,0,4,0,13,0,0,0,0,0,0,0,0,5,0,35,102
20101148120,0,0,0,0,0,0,0,20,0,5,0,0,4,4,3,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,36,88
20101148121,0,10,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,37,66
20101148122,0,10,0,0,0,0,0,7,0,4,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,12,53
20101148201,0,3,0,0,0,0,0,8,0,4,0,0,6,0,0,0,0,0,0,7,8,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0,22,82
20101148202,0,0,0,0,5,0,0,17,0,4,0,0,0,0,0,0,0,0,0,3,8,0,4,0,0,7,0,0,7,0,0,0,0,0,0,0,3,86
20101148203,0,0,0,0,0,0,0,10,6,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,50
20101148204,0,3,0,0,0,0,0,22,8,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,5,4,0,31,97
20101148205,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,48
20101148206,0,8,0,0,0,0,0,27,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,53,103
20101148207,0,4,0,0,0,0,0,11,0,0,0,0,4,3,0,0,5,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,19,62
20101148208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101148209,0,10,0,0,0,0,0,19,3,11,0,0,0,0,0,0,0,5,0,4,7,0,0,4,0,4,0,0,3,0,0,0,0,0,0,0,11,82
20101148210,0,9,0,0,0,0,0,15,0,3,0,0,0,3,0,0,0,0,0,0,3,0,8,0,0,10,0,0,4,4,0,0,0,0,4,0,31,111
20101148211,0,14,0,0,0,0,0,21,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,23,86
20101148212,0,0,0,0,0,0,0,8,0,4,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,17,50
20101148213,0,11,0,0,0,0,0,24,0,6,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,27,88
20101148214,0,4,0,0,0,0,0,11,0,4,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,32,80
20101148215,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,56
20101148216,0,4,0,0,0,0,0,20,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,28,74
20101148217,0,9,0,0,0,0,0,11,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,43
20101148218,0,0,0,0,0,0,0,16,3,0,0,0,6,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,70
20101148219,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26
20101148220,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,3,0,0,9,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,7,46
20101148221,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14
20101148222,0,7,0,0,0,0,0,13,3,5,3,0,3,4,0,0,0,0,0,0,7,0,4,0,0,9,0,0,4,0,0,4,0,0,0,0,8,80
20101148223,0,3,0,0,0,0,0,21,5,5,0,0,3,3,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,14,83
