SA1 (UR),"Managers, nfd","Chief Executives, General Managers and Legislators",Farmers and Farm Managers,Specialist Managers,"Hospitality, Retail and Service Managers","Professionals, nfd",Arts and Media Professionals,"Business, Human Resource and Marketing Professionals","Design, Engineering, Science and Transport Professionals",Education Professionals,Health Professionals,ICT Professionals,"Legal, Social and Welfare Professionals","Technicians and Trades Workers, nfd","Engineering, ICT and Science Technicians",Automotive and Engineering Trades Workers,Construction Trades Workers,Electrotechnology and Telecommunications Trades Workers,Food Trades Workers,Skilled Animal and Horticultural Workers,Other Technicians and Trades Workers,"Community and Personal Service Workers, nfd",Health and Welfare Support Workers,Carers and Aides,Hospitality Workers,Protective Service Workers,Sports and Personal Service Workers,"Clerical and Administrative Workers, nfd",Office Managers and Program Administrators,Personal Assistants and Secretaries,General Clerical Workers,Inquiry Clerks and Receptionists,Numerical Clerks,Clerical and Office Support Workers,Other Clerical and Administrative Workers,"Sales Workers, nfd",Sales Representatives and Agents,Sales Assistants and Salespersons,Sales Support Workers,"Machinery Operators and Drivers, nfd",Machine and Stationary Plant Operators,Mobile Plant Operators,Road and Rail Drivers,Storepersons,"Labourers, nfd",Cleaners and Laundry Workers,Construction and Mining Labourers,Factory Process Workers,"Farm, Forestry and Garden Workers",Food Preparation Assistants,Other Labourers,Inadequately described,Not stated,Not applicable,Total
21303135234,4,5,0,28,7,4,3,41,15,10,17,9,3,0,5,0,7,4,3,0,0,0,4,3,0,5,3,0,7,5,5,7,13,0,6,0,10,6,0,0,0,0,5,6,0,0,3,0,0,4,0,5,0,133,396
21304135301,0,6,0,7,7,0,0,8,8,10,8,3,0,0,0,3,8,0,0,0,4,0,0,3,5,7,3,0,6,0,4,3,9,0,4,0,0,4,6,0,4,8,0,6,0,3,0,0,0,0,3,0,0,144,305
21304135302,0,6,0,4,6,0,4,8,0,7,9,3,0,0,4,9,12,0,8,0,0,0,4,19,4,9,3,0,3,0,0,6,0,0,9,0,0,19,4,0,0,6,19,7,0,0,5,0,0,0,5,3,0,402,622
21304135304,0,0,3,13,10,0,0,9,10,10,8,5,4,0,3,4,6,8,3,4,0,0,3,13,0,5,4,0,3,5,6,8,11,3,10,0,0,10,6,0,0,5,6,0,0,4,3,0,5,3,3,0,0,176,372
21304135305,0,3,0,12,12,0,0,8,4,9,3,0,0,0,0,14,4,6,0,0,6,0,0,11,8,7,3,0,9,0,5,0,6,0,5,0,0,13,0,0,3,3,4,4,0,7,6,3,5,0,0,0,0,204,397
21304135306,4,0,3,16,5,0,0,3,3,13,4,0,0,0,3,6,6,10,0,5,3,0,3,3,3,6,5,0,0,0,4,3,6,0,0,0,3,13,0,0,0,4,11,0,0,3,3,0,0,4,3,6,0,166,343
21304135307,6,6,0,25,13,0,0,10,5,19,6,11,0,0,6,18,20,19,0,4,9,0,0,26,6,11,4,0,16,9,12,16,22,0,12,0,4,37,9,0,8,21,17,4,0,5,11,3,0,3,7,3,6,449,914
21304135310,0,3,6,15,14,0,0,3,7,6,10,0,0,0,3,11,16,3,0,4,5,0,0,9,8,3,0,0,4,3,10,3,10,0,4,0,4,11,0,0,3,8,5,0,3,0,3,6,0,0,4,4,0,189,409
21304135312,0,0,0,9,4,0,0,11,6,13,6,0,7,0,8,7,6,5,6,5,0,0,0,5,0,9,5,0,6,0,4,4,5,0,3,0,0,7,0,0,5,0,4,7,0,8,0,4,0,0,8,0,0,250,438
21304135313,0,0,3,12,4,0,0,4,0,11,8,7,0,0,5,0,0,0,0,3,0,0,0,5,0,3,0,0,3,0,5,5,3,0,4,0,4,5,0,0,0,3,0,0,0,0,5,5,0,4,4,0,0,190,312
21304135314,3,3,0,17,9,0,0,5,12,12,6,3,0,0,5,4,10,0,0,0,0,0,3,6,6,8,3,0,7,0,4,12,5,0,0,0,3,11,6,0,5,3,6,0,0,4,3,0,4,0,0,3,5,296,504
21304135315,0,0,0,15,9,0,0,0,0,11,6,3,8,0,3,10,6,6,0,0,3,0,3,13,0,5,5,0,8,0,7,7,10,0,6,0,0,12,0,0,0,6,9,5,4,5,3,4,0,0,6,4,3,169,384
21304135317,0,3,0,11,10,0,0,7,4,10,7,0,4,0,4,4,15,5,0,4,5,0,5,7,8,4,9,0,10,0,11,7,4,0,6,0,4,19,6,0,8,4,11,0,0,4,9,0,0,0,3,4,0,177,404
21304135318,0,0,0,24,11,0,0,8,6,18,10,3,3,0,7,6,13,0,0,9,8,0,0,8,6,0,4,0,0,0,10,9,9,0,0,0,3,6,3,0,4,6,3,3,0,0,5,3,0,4,0,3,3,228,454
21304135319,0,0,0,13,10,0,0,8,5,14,0,4,3,0,5,5,12,9,3,0,12,0,4,19,5,0,5,0,7,5,7,8,4,0,5,0,0,14,0,0,3,0,0,6,0,0,4,8,0,4,0,6,0,209,437
21304135320,0,3,0,40,15,0,3,20,6,28,17,12,3,0,14,15,20,12,8,3,3,0,9,23,4,10,8,0,7,3,8,4,17,0,8,0,3,35,3,0,8,5,12,4,0,11,13,6,3,7,5,3,5,344,820
21304135322,0,5,3,13,5,0,0,7,3,10,3,0,3,0,10,9,3,8,3,4,8,0,3,4,4,4,0,0,5,0,9,0,8,0,0,0,3,12,4,0,0,3,3,3,0,0,9,4,0,7,4,0,0,204,394
21304135323,0,0,0,10,6,0,0,6,4,7,4,0,5,0,7,7,8,3,0,8,4,0,0,9,0,4,10,0,5,0,3,0,6,0,7,0,0,7,0,0,6,0,7,0,0,4,4,0,0,0,7,0,0,244,414
21304135324,0,3,0,12,5,0,0,7,0,8,9,3,0,0,11,8,8,7,3,0,3,0,0,19,6,5,0,0,7,3,8,7,3,0,0,0,0,11,0,0,3,0,10,0,4,0,4,4,0,0,3,0,3,291,494
21304135325,0,0,0,4,0,0,0,7,5,7,7,3,3,0,6,4,7,0,0,4,0,0,0,6,4,0,0,0,0,0,5,3,4,0,0,0,0,10,3,0,6,3,12,0,0,0,4,0,3,0,0,0,0,239,383
21304135328,0,3,0,7,6,0,6,8,0,8,10,4,4,0,0,5,9,0,6,0,0,0,10,0,3,4,4,0,3,0,5,9,0,0,9,0,0,14,5,0,3,3,8,0,0,0,4,0,0,4,0,5,3,262,420
21304135331,3,5,0,16,12,0,0,17,10,17,5,9,6,0,7,8,9,10,0,7,0,0,5,9,0,0,4,0,5,0,6,10,6,0,4,0,5,14,0,0,4,4,12,4,0,0,9,0,0,0,5,0,0,266,520
21304135332,0,0,0,8,5,0,0,3,3,8,0,0,4,0,3,9,8,4,3,0,5,0,3,14,0,0,0,0,5,0,6,3,10,6,3,0,0,12,0,0,0,8,15,5,3,6,7,7,0,3,0,7,3,211,410
21304135333,5,0,0,7,7,0,0,10,0,5,5,0,4,3,5,3,9,3,0,9,4,0,0,14,4,4,0,0,8,4,3,5,5,0,3,0,0,11,0,0,6,0,9,4,0,5,5,0,0,0,5,7,8,214,397
21304135335,0,0,3,11,11,0,0,10,5,8,6,0,0,3,7,10,15,7,6,4,3,0,0,13,5,6,0,0,7,0,11,4,11,0,11,0,0,27,0,0,0,0,5,0,0,0,10,0,0,8,4,8,0,255,512
21304135336,0,0,0,3,3,0,0,3,0,4,0,0,0,0,0,5,8,0,4,0,0,0,0,14,0,6,0,0,0,0,3,0,0,4,3,0,0,9,0,0,7,3,8,3,4,0,0,3,4,0,0,0,0,253,369
21304135337,0,0,0,14,4,0,0,0,3,6,11,4,0,0,3,13,23,9,0,4,4,0,0,15,4,4,5,0,3,3,11,4,10,0,10,0,0,15,4,0,7,9,10,9,0,5,8,0,0,0,5,0,0,265,525
21304135338,0,3,0,14,4,0,5,0,0,13,3,6,0,0,5,15,12,3,5,3,8,0,3,12,0,3,7,0,7,0,0,3,8,0,6,0,0,18,3,0,7,3,10,3,0,0,3,7,0,0,3,3,4,321,546
21304135339,4,0,0,18,6,0,3,11,4,17,8,5,12,0,11,13,14,13,0,0,0,0,5,21,3,7,0,0,6,0,6,0,6,4,11,0,3,19,3,0,4,8,11,12,0,8,4,5,3,0,11,0,3,287,601
21304135340,0,0,0,11,9,0,3,3,0,5,3,5,0,0,5,7,11,3,0,0,4,0,0,12,0,9,3,0,5,0,7,6,4,0,3,0,5,12,3,0,4,8,10,0,0,0,7,0,0,0,6,0,0,165,334
21304135341,0,0,0,15,5,0,0,12,6,0,8,0,4,0,4,5,7,4,3,5,3,0,0,12,0,12,0,0,13,4,8,8,9,0,8,0,0,11,6,5,3,3,9,0,0,4,6,0,0,5,5,0,0,181,399
21304135342,0,0,0,6,3,0,0,4,5,3,7,3,0,0,5,0,7,3,0,3,3,0,3,10,3,5,5,0,0,0,4,6,6,0,3,0,3,8,6,0,3,0,14,0,0,8,7,0,0,7,3,0,0,199,364
21304135343,0,4,0,15,8,0,0,3,0,17,3,0,0,0,7,3,3,3,6,4,0,0,0,0,3,6,0,0,4,0,4,7,4,0,0,0,3,13,0,0,0,3,10,0,0,0,0,0,0,3,3,0,0,127,290
21304135344,0,3,0,13,7,0,0,4,7,20,6,5,0,4,0,13,12,4,0,0,0,0,0,8,0,6,4,0,3,0,8,8,9,0,3,0,0,15,0,0,0,3,5,0,0,0,4,7,0,8,0,4,0,174,390
21304135345,0,4,3,14,12,0,0,11,4,14,9,0,3,0,9,3,14,6,0,6,4,0,4,9,0,10,5,0,3,0,4,5,17,0,5,0,6,13,0,0,9,6,14,3,0,5,5,6,0,5,4,3,3,235,499
21304135346,0,3,0,25,6,0,4,7,9,17,9,4,3,0,6,5,14,6,0,4,4,0,3,12,4,18,4,0,7,5,4,4,3,0,5,0,0,16,0,0,7,6,8,8,0,4,12,0,0,10,8,8,0,209,494
21304135348,0,3,0,12,4,0,0,0,6,5,9,4,0,0,6,9,14,7,0,3,3,0,0,7,5,11,7,0,11,0,8,3,12,0,9,0,0,20,0,3,7,4,7,4,0,5,12,0,0,0,4,0,7,234,458
21304135349,7,0,0,28,9,0,0,8,11,23,15,3,5,0,9,9,12,8,0,0,6,0,5,11,3,13,4,0,8,0,8,11,8,0,11,0,4,12,9,0,0,0,13,5,0,0,8,3,0,4,0,0,0,284,575
21304135350,0,0,0,15,0,0,3,4,3,3,3,0,0,0,0,0,3,0,0,5,0,0,0,7,4,0,3,0,4,0,3,0,5,0,5,0,0,7,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,149,256
21304135351,0,3,0,5,8,0,0,0,4,10,10,0,0,0,0,4,12,5,4,0,0,0,3,14,5,3,0,0,4,0,4,4,9,0,3,0,0,5,3,0,3,13,15,0,0,0,6,0,4,3,8,4,0,186,378
21304135352,0,0,0,5,3,0,0,10,3,3,6,0,0,0,7,5,0,5,0,0,0,0,4,8,4,3,4,0,0,0,12,9,3,0,6,0,0,3,0,0,0,3,4,6,0,3,4,0,0,4,0,0,0,107,223
21304135353,0,0,0,4,0,0,0,5,3,7,7,0,3,0,11,0,10,0,0,4,4,0,0,8,0,10,0,0,4,0,3,3,5,4,9,0,0,9,0,0,0,5,12,5,0,3,5,6,0,3,6,0,0,131,283
21304135354,0,0,0,10,3,0,0,3,5,11,4,6,4,0,7,11,7,3,0,0,0,0,6,16,0,3,3,0,4,0,12,0,4,0,6,0,0,10,3,0,3,5,4,0,0,0,8,3,3,0,4,0,0,157,328
21304135355,0,0,0,9,10,0,0,6,0,10,8,4,3,0,0,9,21,0,7,0,4,0,3,13,0,11,9,0,4,0,4,0,10,4,3,0,4,22,0,0,0,8,5,7,0,3,6,0,0,4,3,0,0,153,380
21304135356,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,243
21304135357,3,0,0,14,6,4,3,10,7,29,12,11,6,0,8,12,18,4,6,0,5,0,4,32,9,13,3,0,3,0,12,3,10,0,13,0,10,9,0,0,0,5,15,5,0,5,7,0,3,3,0,0,0,253,602
21304135358,0,0,0,14,4,0,0,12,3,22,13,8,10,0,14,11,17,6,0,0,3,0,7,19,3,3,0,0,0,0,8,3,7,6,8,0,3,6,5,0,4,6,19,5,0,0,5,0,0,0,0,0,0,239,496
21304135359,3,0,18,15,14,0,0,16,0,4,7,5,4,0,0,6,4,3,0,5,4,0,0,12,3,3,0,0,6,0,9,4,5,0,9,0,0,12,0,0,0,11,6,5,0,3,3,5,0,0,3,4,0,237,457
21304135360,0,0,0,12,8,0,0,9,0,3,10,7,4,0,8,8,5,0,0,10,0,0,0,9,7,3,3,0,6,3,4,6,3,0,8,0,0,12,9,0,3,0,8,4,0,0,3,3,0,6,0,0,0,184,379
21304135361,0,0,0,7,3,0,0,5,0,9,4,6,0,0,5,11,9,5,8,0,0,0,5,11,0,9,3,0,0,0,4,0,7,0,11,0,4,10,0,0,3,4,8,4,0,5,6,4,0,4,0,4,0,119,286
21304135362,0,0,0,7,6,0,0,4,0,5,3,0,0,0,13,0,13,4,8,8,3,0,0,7,0,3,4,0,4,0,4,6,3,0,0,0,4,11,0,3,8,5,4,0,0,5,6,0,0,0,5,5,0,182,344
21304135363,0,0,0,6,7,0,0,6,5,8,9,0,3,0,9,3,11,0,0,3,0,0,4,16,3,7,0,0,0,4,3,5,4,3,8,0,3,5,0,0,3,4,3,0,0,0,11,3,0,0,6,0,5,155,341
21304135364,0,4,0,29,8,0,3,15,0,27,10,5,3,0,9,4,17,3,5,3,9,0,3,22,5,10,7,0,3,4,9,14,13,0,13,0,11,27,4,0,5,3,9,8,0,3,14,3,5,3,8,0,0,369,742
21304135365,0,0,0,17,10,0,0,4,0,8,4,0,0,0,3,5,8,5,0,0,0,0,7,9,0,5,3,0,5,0,9,4,9,0,8,0,0,4,0,0,0,0,9,4,0,4,3,0,0,0,7,0,0,161,336
21304135366,5,0,0,14,12,6,6,12,0,20,10,5,0,0,9,11,19,8,13,3,10,0,10,18,6,15,7,0,8,0,16,4,13,7,15,0,0,19,4,0,4,10,19,4,0,7,10,3,0,3,7,5,0,418,777
21304135367,0,0,0,3,5,0,0,3,0,11,6,0,0,0,0,3,11,0,0,5,0,0,3,13,0,0,6,0,6,0,0,5,4,0,0,0,6,12,4,0,0,0,4,6,0,0,0,0,0,5,5,4,0,149,301
21304135368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21304135369,0,0,0,4,9,0,0,10,4,5,3,0,0,0,7,4,5,3,0,6,0,0,0,7,0,7,0,0,0,0,7,10,13,0,3,0,0,4,3,0,0,0,12,0,0,3,0,0,0,3,0,0,0,183,344
21304135370,0,0,0,6,3,0,0,0,3,6,6,0,0,0,3,12,14,4,4,3,0,0,5,12,0,0,6,0,0,0,7,4,4,0,4,0,0,6,0,0,0,3,5,0,0,5,9,0,3,3,5,0,0,147,296
21304135801,0,0,0,0,4,0,0,5,0,4,0,0,0,0,4,6,11,0,3,0,0,0,0,9,3,6,0,0,0,0,0,3,6,0,5,0,0,9,0,0,0,0,5,0,0,0,6,3,0,5,9,0,3,175,277
21304135802,0,0,0,5,6,0,0,6,0,5,4,6,0,0,3,0,11,4,5,5,3,0,0,14,4,7,0,0,4,0,0,5,0,0,3,0,8,11,0,0,0,0,5,0,0,8,4,5,0,0,3,5,0,307,472
21304135803,0,0,0,9,3,0,0,5,0,4,9,0,0,0,0,8,9,0,0,0,0,0,0,9,0,6,0,0,0,0,0,3,5,0,4,0,4,6,3,0,0,4,9,3,0,3,0,0,3,0,0,0,0,177,300
21304135804,0,0,0,0,3,0,0,8,0,6,5,3,6,0,0,3,3,0,0,4,0,0,3,4,6,0,0,0,3,0,0,3,0,0,3,0,0,6,9,0,0,4,3,0,0,0,6,0,0,0,0,0,0,166,258
21304135805,0,0,0,17,3,0,0,10,0,7,10,3,4,0,7,10,11,5,5,0,3,0,4,11,0,10,3,0,3,0,6,6,12,0,7,0,0,16,3,0,10,10,9,14,0,3,6,3,0,5,7,3,0,339,611
21304135806,0,3,0,10,9,0,0,13,0,4,8,0,0,0,4,9,20,3,0,5,0,0,0,16,9,8,3,0,5,0,5,0,3,0,12,0,0,25,5,0,9,3,3,8,0,3,6,0,0,3,5,0,0,186,423
21304135809,3,0,0,13,19,0,0,5,5,14,13,4,0,0,3,18,15,7,5,4,0,0,12,14,6,10,3,0,6,0,6,3,14,5,5,0,0,32,9,3,0,3,16,4,0,3,12,4,0,5,7,9,0,360,685
21304135810,0,0,0,12,0,0,0,5,0,0,0,5,3,0,3,5,14,4,0,0,0,0,7,11,5,6,0,0,4,0,3,3,3,0,11,0,0,15,7,0,4,0,3,13,0,0,7,7,0,6,0,3,0,202,390
21304135812,0,0,0,11,14,0,15,8,0,4,0,3,4,0,5,10,14,4,0,5,6,0,4,22,0,5,0,0,8,0,3,3,5,0,10,0,0,15,3,0,5,3,17,12,0,5,11,7,0,6,9,3,3,398,658
21304135813,0,0,0,3,6,0,0,0,0,6,0,0,0,0,3,3,9,0,0,0,3,0,0,11,3,3,0,0,0,0,3,0,3,0,6,0,0,8,0,0,3,4,5,8,0,0,0,0,0,0,3,0,9,149,252
21304135814,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,5,0,0,11,6,0,0,0,4,0,0,0,3,0,5,0,4,0,0,122,201
21304135816,0,0,0,5,3,0,0,5,0,0,3,0,5,0,0,8,5,3,4,3,0,0,0,13,0,5,0,0,3,0,0,3,3,0,8,0,4,10,5,0,4,7,9,4,0,0,0,0,0,5,3,0,0,208,342
21304135817,0,0,0,9,10,0,0,9,3,13,4,3,4,0,5,4,16,0,4,5,0,0,11,19,3,10,4,0,3,3,5,7,8,4,9,0,0,28,10,0,4,10,20,18,0,0,8,4,3,6,7,6,0,359,666
21304135818,0,0,0,7,4,0,0,0,3,4,0,4,0,0,0,7,7,0,0,4,0,0,0,3,3,6,4,0,6,0,3,0,8,0,7,0,0,16,4,0,0,5,13,9,0,5,3,8,0,5,3,4,4,254,403
21304135819,0,0,0,5,5,0,0,4,0,0,3,0,0,0,0,4,9,0,0,3,0,0,3,15,0,0,0,0,0,0,3,4,5,0,3,0,0,13,7,0,0,8,3,4,0,4,0,6,0,6,4,0,0,191,320
21304135821,0,0,0,6,5,0,0,0,4,0,0,5,0,0,8,0,4,0,0,0,0,0,5,5,0,0,0,0,3,0,7,7,9,0,3,0,0,8,4,0,4,7,13,5,0,0,10,4,6,4,0,0,4,225,359
21304135823,0,0,0,0,6,0,0,5,0,8,0,0,4,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,7,5,0,4,0,3,0,0,0,0,7,103,189
21304135824,0,0,0,3,3,0,5,9,0,0,0,0,0,0,0,5,3,0,4,0,0,0,0,7,3,6,3,0,0,0,0,7,4,0,3,0,4,3,3,0,3,3,6,11,0,4,3,11,0,0,8,0,3,182,315
21304135825,0,0,0,8,0,0,0,0,3,3,0,4,0,0,0,6,3,4,0,0,0,0,5,15,4,4,4,0,0,0,8,4,6,5,0,0,0,6,0,0,0,9,8,3,0,3,0,3,0,5,3,4,0,200,341
21304135826,0,4,0,13,14,0,0,11,0,7,7,0,0,0,6,13,18,8,4,0,0,0,7,22,7,4,3,0,3,0,6,9,8,4,8,0,0,27,6,0,6,13,12,14,0,3,5,5,0,0,7,4,0,351,631
21304135827,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,4,0,4,0,0,0,0,0,3,0,4,6,0,0,9,0,0,0,3,5,5,0,0,0,0,0,3,0,0,0,151,223
21304135828,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,0,0,0,0,0,0,9,3,0,0,3,3,0,0,0,0,0,102,156
21304135829,0,0,0,15,5,0,0,4,4,4,4,5,0,0,0,7,5,7,0,4,0,0,0,12,0,0,3,0,0,3,3,4,3,0,0,0,0,19,0,0,0,0,6,3,0,0,3,0,0,4,9,4,0,163,328
21304135830,6,0,0,12,0,0,0,9,4,12,8,0,0,0,9,11,8,3,3,0,0,0,0,14,0,0,4,0,5,0,6,7,12,0,10,0,0,9,4,0,7,3,11,0,0,6,3,6,0,0,9,0,0,293,510
21304135832,0,0,0,4,4,0,0,4,6,9,0,0,0,4,5,3,4,6,0,0,0,0,4,18,3,4,3,0,3,0,4,6,4,0,3,0,0,11,6,0,3,3,11,13,0,3,6,7,0,0,0,10,0,299,495
21304135833,0,0,0,13,9,0,0,7,0,5,5,6,0,0,9,3,6,0,0,0,0,0,7,19,4,10,0,0,8,7,7,0,0,0,8,0,5,15,6,0,0,8,9,7,0,3,7,4,0,5,4,0,0,253,469
21304135834,0,0,0,10,0,0,0,4,0,5,8,0,0,0,0,6,12,0,0,4,3,0,0,9,0,4,0,0,3,3,5,4,5,0,7,0,4,18,0,0,0,0,9,0,0,7,0,4,0,3,0,3,0,170,337
21304135835,0,0,0,3,5,0,0,16,3,5,3,0,0,0,4,7,10,0,0,0,4,0,0,13,0,6,5,0,6,0,5,8,0,0,5,0,4,13,8,0,0,0,8,8,0,0,3,5,0,5,0,0,0,214,387
21304135836,0,0,0,3,0,0,0,4,0,0,6,0,0,0,0,0,5,0,0,0,4,0,0,6,0,4,0,0,0,0,0,5,5,3,8,0,0,6,0,0,3,6,3,0,0,0,3,0,0,0,0,0,0,111,204
21304135837,0,0,0,12,3,0,0,8,3,8,3,5,0,0,7,4,8,3,0,5,0,0,0,10,0,3,4,0,4,0,0,10,4,7,4,0,4,9,4,0,3,0,17,7,0,13,3,3,4,3,4,0,0,275,477
21304135838,0,0,0,13,5,0,0,4,0,9,5,0,3,0,3,8,11,5,5,0,3,0,0,22,0,7,0,0,0,0,5,9,7,3,9,0,0,17,0,0,4,6,10,10,0,4,3,3,0,6,11,0,0,283,525
21304135839,0,0,0,15,3,0,0,3,4,9,7,0,5,0,5,0,16,3,0,3,7,0,5,16,0,7,0,0,5,3,6,4,3,4,3,0,3,8,5,0,0,9,7,9,0,6,0,0,0,6,4,0,4,223,397
21304135842,0,0,0,6,0,0,0,4,0,5,7,5,0,0,6,10,4,3,5,7,4,0,8,19,0,5,0,0,0,0,5,5,4,0,3,0,6,17,3,0,3,6,15,4,0,4,3,3,0,0,3,3,3,283,485
21304135843,0,0,0,5,7,0,0,6,0,10,3,3,0,0,5,6,8,0,3,0,0,0,7,19,5,7,5,0,4,0,4,12,10,0,7,0,12,17,0,0,3,7,17,18,0,5,3,15,0,6,7,5,4,361,612
21304135844,0,0,0,9,3,0,0,0,0,3,11,0,0,0,0,6,4,3,0,0,0,0,0,12,7,5,0,0,0,0,3,0,6,0,3,0,0,13,5,0,3,4,6,11,0,5,0,5,0,0,9,6,3,172,319
21304135845,0,0,0,10,7,0,0,6,0,10,4,0,0,0,5,9,8,7,0,0,0,0,0,13,0,9,0,0,0,0,8,3,5,5,6,0,0,9,6,0,6,5,18,0,0,4,3,3,0,3,6,0,3,218,438
21304135846,0,0,0,9,3,0,0,5,4,5,4,0,0,0,4,0,11,4,0,0,0,0,0,13,5,14,3,0,3,0,5,0,3,0,4,0,3,8,3,0,0,3,5,4,0,3,6,4,0,0,4,0,0,205,351
21304135847,0,0,0,15,5,0,0,6,0,14,11,0,4,0,0,4,8,4,5,3,4,0,4,20,0,5,0,0,7,3,3,3,8,0,4,0,5,17,3,0,5,13,15,14,0,6,11,0,0,3,5,0,0,344,599
21304135848,0,0,0,12,9,0,0,14,4,3,3,3,0,0,7,3,7,0,3,9,3,0,8,9,4,8,0,0,3,0,3,3,10,4,9,0,4,20,4,0,0,6,12,10,0,17,7,4,0,4,6,4,4,323,573
21304135849,0,3,0,13,11,0,0,11,8,7,4,5,0,0,8,9,6,0,7,0,3,0,0,14,4,3,0,0,3,0,8,6,9,0,0,0,0,13,3,3,0,5,7,5,0,4,3,4,0,9,6,0,0,222,421
21304135850,0,0,0,11,14,0,0,7,6,14,8,3,3,0,5,8,11,0,5,4,0,0,3,11,0,3,0,0,6,0,3,8,4,0,10,0,3,5,6,0,3,10,7,9,0,4,5,3,0,5,0,0,0,229,430
21304135851,0,0,0,3,6,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,6,0,0,0,97,133
21304135852,0,0,0,7,4,0,0,6,0,5,3,0,4,0,0,4,6,3,3,3,5,0,0,15,0,3,3,0,0,0,0,3,4,0,0,0,0,12,0,0,0,4,7,0,0,6,0,0,0,0,5,0,0,174,299
21304135853,0,4,0,13,3,0,0,3,0,4,0,0,0,0,0,6,0,5,3,3,0,0,0,10,0,0,0,0,0,0,6,0,4,0,3,0,3,10,0,0,0,0,13,9,4,0,0,3,0,0,0,0,0,237,369
21304135854,0,0,0,14,5,0,0,4,3,7,11,0,6,0,11,13,10,3,3,4,0,0,0,24,0,7,0,0,5,0,3,3,9,0,10,0,4,20,0,0,7,9,14,5,0,3,5,8,0,3,3,0,3,349,587
21304135855,0,0,0,11,11,0,0,9,0,5,17,0,3,0,3,14,9,0,8,0,5,0,0,19,8,4,5,0,0,0,6,3,3,0,5,0,3,13,3,0,0,10,10,17,3,8,3,5,0,0,9,5,0,411,675
21304135856,0,0,0,6,16,0,0,8,0,3,5,0,0,0,4,0,6,3,4,3,0,0,3,16,4,6,5,0,0,0,0,3,5,0,9,0,0,12,0,0,3,7,10,4,0,3,9,3,0,3,6,3,3,347,536
21304135857,0,0,0,3,12,0,0,0,0,8,0,0,3,0,0,6,8,0,8,0,0,0,6,12,3,0,0,0,6,0,0,0,0,0,10,0,5,8,5,0,0,4,11,12,0,3,0,3,0,0,3,4,0,241,377
21304135858,0,0,0,6,7,0,0,5,3,3,3,0,0,0,7,3,7,0,0,0,0,0,4,25,0,4,0,0,0,0,0,8,3,0,0,0,0,7,4,0,0,0,12,9,0,3,8,5,0,4,7,0,0,227,386
21304135859,0,4,0,5,8,0,0,3,0,0,3,4,0,0,0,4,4,0,4,0,5,0,0,9,4,7,0,0,4,0,0,3,3,6,10,0,0,4,0,0,3,4,5,8,0,0,6,0,0,0,0,3,0,198,337
21304135860,0,0,0,4,3,0,0,3,3,3,3,4,0,0,6,3,4,4,0,0,0,0,0,12,3,4,0,0,4,0,4,0,7,0,4,0,0,10,0,0,0,0,4,10,0,0,4,0,0,0,3,0,4,187,313
21304135861,0,0,4,0,3,0,0,0,0,0,4,0,5,0,3,5,9,0,0,3,0,0,0,11,0,5,3,0,3,0,6,8,3,0,0,0,0,3,0,0,5,4,14,0,0,4,9,0,0,0,4,0,0,201,338
21304135903,0,4,0,8,7,0,0,3,3,0,0,3,0,0,3,13,5,3,0,3,0,0,0,7,8,3,0,0,0,0,3,5,4,4,0,0,0,8,3,0,4,0,9,8,0,12,13,3,0,3,5,4,0,212,388
21304135904,0,0,0,5,5,0,0,0,0,4,0,0,0,0,0,8,7,0,0,5,0,0,0,4,0,0,5,0,0,0,4,0,0,0,0,0,4,4,3,0,0,11,24,3,0,5,12,9,3,0,4,10,0,246,410
21304135905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2282,2282
21304135907,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10
