SA1 (UR),"Managers, nfd","Chief Executives, General Managers and Legislators",Farmers and Farm Managers,Specialist Managers,"Hospitality, Retail and Service Managers","Professionals, nfd",Arts and Media Professionals,"Business, Human Resource and Marketing Professionals","Design, Engineering, Science and Transport Professionals",Education Professionals,Health Professionals,ICT Professionals,"Legal, Social and Welfare Professionals","Technicians and Trades Workers, nfd","Engineering, ICT and Science Technicians",Automotive and Engineering Trades Workers,Construction Trades Workers,Electrotechnology and Telecommunications Trades Workers,Food Trades Workers,Skilled Animal and Horticultural Workers,Other Technicians and Trades Workers,"Community and Personal Service Workers, nfd",Health and Welfare Support Workers,Carers and Aides,Hospitality Workers,Protective Service Workers,Sports and Personal Service Workers,"Clerical and Administrative Workers, nfd",Office Managers and Program Administrators,Personal Assistants and Secretaries,General Clerical Workers,Inquiry Clerks and Receptionists,Numerical Clerks,Clerical and Office Support Workers,Other Clerical and Administrative Workers,"Sales Workers, nfd",Sales Representatives and Agents,Sales Assistants and Salespersons,Sales Support Workers,"Machinery Operators and Drivers, nfd",Machine and Stationary Plant Operators,Mobile Plant Operators,Road and Rail Drivers,Storepersons,"Labourers, nfd",Cleaners and Laundry Workers,Construction and Mining Labourers,Factory Process Workers,"Farm, Forestry and Garden Workers",Food Preparation Assistants,Other Labourers,Inadequately described,Not stated,Not applicable,Total
21103126642,0,4,0,16,0,0,0,13,0,7,11,6,3,3,10,3,6,5,0,4,0,0,0,9,13,0,4,0,3,4,8,6,3,0,3,0,5,16,0,0,0,0,0,4,0,4,6,4,3,0,4,0,0,168,364
21103126643,4,4,0,29,13,0,4,25,9,20,16,15,8,0,9,5,8,5,6,4,9,0,7,24,8,5,0,0,8,3,7,4,12,0,4,0,0,22,3,0,7,0,5,3,0,8,0,5,0,3,0,3,9,330,674
21103126644,0,6,0,18,12,0,0,26,9,17,12,15,6,0,3,3,11,3,3,3,3,0,4,12,6,3,3,0,0,5,11,5,12,5,5,0,6,21,4,0,3,0,3,3,0,5,0,5,0,4,0,3,0,257,556
21103126645,0,5,0,27,11,0,0,6,3,17,15,3,3,0,0,6,4,5,0,3,4,0,0,7,0,0,3,0,9,0,4,0,0,0,4,0,4,17,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,172,372
21103126646,0,5,0,32,13,0,5,27,8,15,18,8,10,0,6,8,12,0,0,0,3,0,0,9,4,0,9,0,9,0,6,10,9,0,0,0,6,21,7,0,6,0,3,0,0,3,0,0,4,11,6,3,0,236,534
21103126647,6,5,0,15,5,0,3,16,6,6,6,4,3,0,3,0,8,3,0,0,0,0,0,6,4,0,9,0,6,8,6,5,4,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,147,288
21103126648,0,0,0,14,5,0,0,20,13,8,5,8,0,0,6,0,6,4,0,7,0,0,0,14,8,4,7,0,9,0,6,8,3,0,4,0,6,4,3,0,0,3,0,3,0,0,0,0,0,3,3,4,0,192,381
21103126649,0,3,0,17,6,0,0,20,7,13,14,3,0,0,7,7,6,4,3,0,0,0,0,10,0,3,5,0,14,0,4,4,4,0,8,0,0,5,0,0,0,4,3,0,0,8,4,0,0,0,0,4,0,152,346
21103126650,4,3,0,9,14,0,3,13,7,15,13,10,0,0,9,4,7,0,0,3,3,0,0,11,0,0,4,0,0,0,8,7,7,0,6,0,0,17,0,0,3,0,3,4,0,4,0,5,0,9,4,6,0,193,420
21103126651,5,3,0,15,9,0,0,14,11,14,13,5,3,0,4,0,0,0,4,3,0,0,3,7,0,0,5,0,4,4,0,7,5,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,123,291
21103126652,3,0,0,8,14,0,0,16,7,10,12,6,3,0,0,4,4,0,8,3,4,0,0,11,3,0,0,0,4,4,8,7,6,0,5,0,0,8,5,0,0,3,4,5,0,4,3,10,0,5,0,8,0,146,348
21103126653,0,0,0,20,9,0,0,20,12,10,13,19,7,0,8,5,8,5,14,6,0,0,8,20,3,11,5,0,10,4,10,14,12,0,8,0,4,15,3,0,0,6,3,9,0,14,5,5,0,6,3,4,0,168,464
21103126701,0,0,0,17,11,0,3,20,10,8,16,11,3,0,7,0,8,0,4,5,3,0,6,9,5,0,4,0,4,0,8,6,11,0,0,0,3,15,0,0,0,0,0,0,0,3,0,5,0,6,5,5,0,212,433
21103126702,4,5,0,33,8,5,0,19,11,28,15,12,7,0,7,0,15,7,4,0,10,0,0,4,9,3,7,0,7,0,4,11,4,0,6,0,5,18,0,0,0,0,3,5,0,0,0,0,0,5,0,0,0,289,571
21103126703,0,10,0,23,13,0,0,28,9,16,7,13,4,0,3,8,11,0,0,3,3,0,8,14,7,4,3,0,3,3,5,6,4,3,9,0,6,20,0,0,5,0,9,0,0,0,0,5,0,3,5,3,0,228,502
21103126704,0,0,0,21,7,0,5,18,10,25,13,15,13,0,4,6,10,7,0,9,5,0,5,6,3,0,4,0,8,0,3,3,8,3,0,0,0,11,6,0,0,0,0,0,0,0,4,0,0,3,4,0,0,212,460
21103126705,3,6,0,37,16,0,3,24,7,29,15,14,19,0,6,12,15,3,4,5,0,0,8,20,0,5,5,0,5,8,5,0,14,4,5,0,5,15,3,0,0,0,4,3,0,3,5,4,0,5,4,4,3,261,605
21103126706,4,3,0,31,8,3,5,26,7,22,24,7,9,0,10,5,6,4,0,0,0,0,6,16,13,10,0,0,10,3,3,8,8,0,5,0,7,13,3,0,0,0,0,3,0,7,0,3,0,4,3,0,3,290,611
21103126707,0,4,0,29,5,0,0,22,8,20,14,13,10,0,6,8,8,5,7,4,11,0,3,10,3,3,0,0,6,3,9,3,13,0,5,0,12,21,3,0,3,0,0,4,0,4,0,3,4,6,3,0,3,290,596
21103126708,0,0,0,16,3,0,0,13,0,8,5,7,4,0,4,0,10,9,0,0,5,0,4,11,5,7,0,0,5,0,6,9,4,0,4,0,9,17,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,127,298
21103126709,0,0,0,31,5,0,0,20,10,24,19,15,4,0,5,11,11,4,6,4,9,0,7,15,4,0,0,0,7,0,4,5,14,0,3,0,3,29,3,0,4,0,0,0,0,6,0,3,0,7,0,0,0,280,600
21103126710,0,0,0,22,6,0,0,22,0,16,19,3,9,0,0,0,6,3,0,3,4,0,3,10,5,0,0,0,4,0,5,0,3,0,6,0,7,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,194,403
21103126711,0,0,0,29,5,4,0,25,10,31,9,11,11,0,9,0,6,4,0,3,3,0,3,12,3,5,0,0,8,0,13,4,7,0,10,0,3,9,4,0,5,0,4,0,0,5,0,0,0,0,0,0,0,253,525
21103126712,3,3,0,25,7,0,0,20,7,21,11,8,3,0,9,0,4,6,4,5,3,0,4,8,3,4,0,0,6,3,6,3,5,4,3,0,4,12,3,0,0,0,0,0,0,4,0,3,0,3,3,0,0,247,469
21103126713,0,0,0,18,7,0,0,17,7,13,7,11,3,0,5,3,9,3,0,0,5,0,0,5,3,7,0,0,4,3,3,3,13,0,0,0,3,5,0,0,4,0,0,6,0,0,5,4,4,3,4,0,0,255,467
21103126714,0,0,0,28,3,0,4,23,15,25,8,5,5,0,0,4,6,5,0,3,4,0,0,9,3,3,0,0,0,0,6,0,14,3,3,0,3,21,5,0,0,0,0,3,0,8,0,4,0,0,0,0,5,253,500
21103126715,0,0,0,9,12,0,0,7,3,24,11,7,0,0,5,0,5,0,0,0,0,0,0,4,5,0,5,0,8,0,7,0,8,0,3,0,0,5,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,161,307
21103126716,0,6,0,27,0,0,3,16,9,18,7,0,5,0,5,0,3,3,0,3,3,0,0,7,3,3,3,0,6,0,5,0,4,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,147,336
21103126717,3,0,0,10,3,0,0,11,0,6,7,5,0,0,0,0,4,0,0,0,0,0,0,7,0,0,3,0,4,0,4,4,0,0,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,158,250
21103126718,0,6,0,32,0,0,0,23,12,24,12,9,5,0,3,0,8,7,0,5,6,0,5,12,9,7,6,0,8,7,14,0,0,5,8,0,5,21,5,0,0,0,3,0,0,3,6,0,4,5,3,3,0,261,560
21103126719,0,0,0,22,14,0,0,18,10,17,18,14,7,3,0,0,12,3,8,4,3,0,4,12,3,7,0,0,11,3,4,3,0,3,3,0,0,14,0,0,0,0,11,4,0,3,0,3,0,0,5,3,0,216,482
21103126720,0,0,0,17,9,0,4,15,7,13,6,9,5,0,5,7,9,4,0,0,3,0,7,16,11,4,3,0,0,0,7,6,8,3,10,0,6,17,3,0,0,0,6,3,0,6,0,7,0,0,6,5,0,243,484
21103126721,0,0,0,18,3,0,3,7,11,17,15,6,9,0,3,4,11,5,4,10,5,0,4,16,3,0,4,0,3,0,6,7,7,0,6,0,8,8,0,0,5,3,4,4,0,14,0,17,0,3,4,3,0,268,530
21103126722,0,3,0,23,7,0,0,9,0,13,9,0,3,0,6,4,0,9,0,8,0,0,0,10,3,0,7,0,0,0,4,0,10,0,3,0,4,13,0,0,0,0,0,0,0,0,0,4,0,0,3,0,5,204,375
21103126723,0,0,0,11,4,0,0,5,5,5,7,5,0,0,0,5,0,0,0,0,4,0,0,9,0,0,3,0,4,3,7,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,90,190
21103126724,0,3,0,24,8,4,5,21,4,20,21,9,5,0,10,3,12,5,4,0,8,0,3,8,3,5,0,0,3,0,6,3,12,0,4,0,7,7,4,0,0,0,4,0,0,3,0,0,0,5,6,8,0,316,583
21103126725,0,0,0,21,6,0,0,10,10,16,13,6,13,0,4,0,5,3,5,0,0,0,8,8,6,3,6,0,3,0,9,3,9,3,0,0,0,6,0,0,0,0,0,0,0,4,9,3,0,9,8,3,0,240,441
21103126726,0,3,0,13,11,3,4,26,7,15,5,6,8,0,5,0,6,9,3,9,3,0,8,8,0,0,4,0,5,5,9,0,3,0,6,0,0,9,5,0,5,0,5,3,0,5,0,12,0,4,0,6,6,296,537
21103126727,0,0,0,27,7,0,4,22,12,12,22,11,14,0,3,11,7,3,4,6,5,0,10,18,7,3,5,0,3,4,3,7,5,0,5,0,7,21,0,0,0,3,3,13,0,7,4,9,0,4,5,0,13,266,596
21103126728,0,0,0,11,4,0,0,4,3,9,4,0,0,4,0,3,4,0,4,0,0,0,0,9,5,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,4,0,0,0,0,3,0,5,0,0,0,148,266
21103126729,0,0,0,10,3,0,0,6,11,5,9,7,6,0,3,3,7,4,0,0,4,0,5,16,3,0,3,0,0,0,3,0,0,3,10,0,0,5,0,0,4,0,0,0,0,5,0,6,0,0,0,0,0,172,322
21103126730,0,3,0,18,5,0,0,16,4,15,11,11,3,0,9,3,6,4,0,0,3,0,3,8,5,0,0,0,3,0,10,5,5,0,6,0,8,18,4,0,0,3,3,0,0,4,5,4,0,0,4,5,0,155,363
21103126731,0,4,0,15,10,0,0,16,4,23,4,13,7,0,5,6,7,4,0,0,3,0,0,12,0,3,0,0,5,5,0,0,11,0,0,0,7,24,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,146,352
21103126732,0,4,0,19,12,4,0,10,5,26,25,20,5,0,11,6,3,4,6,7,4,0,6,16,3,3,0,0,9,4,3,10,16,0,10,0,5,15,5,0,3,0,0,0,0,3,6,0,0,9,3,0,0,288,596
21103126733,0,3,0,35,10,0,3,20,9,19,17,12,13,0,3,3,3,5,0,3,4,0,3,10,5,5,3,0,10,0,5,0,6,4,3,0,3,9,4,0,0,0,0,3,0,0,0,0,0,0,5,4,0,294,556
21103126734,0,3,0,16,0,0,0,9,11,12,17,11,0,0,0,0,9,0,0,4,3,0,0,12,7,3,6,0,4,0,3,3,3,0,0,0,6,10,4,0,0,0,5,3,0,5,0,0,0,3,3,0,0,181,365
21103126735,0,5,0,26,9,0,0,15,9,16,12,12,9,0,7,0,13,8,0,4,9,0,6,11,6,0,0,0,4,3,0,7,8,0,8,0,0,13,3,0,0,0,5,0,0,0,3,8,0,6,5,0,3,250,493
21103126736,0,5,0,15,13,3,5,12,10,21,14,4,0,0,8,0,12,8,5,4,4,0,6,14,0,5,5,0,6,0,8,0,8,0,5,0,6,13,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,284,510
21103126737,0,0,0,15,9,0,0,20,14,14,20,10,4,0,6,7,16,7,3,0,3,0,10,19,10,9,5,0,12,4,3,8,15,3,7,0,6,16,5,0,3,0,6,0,0,4,3,5,0,4,4,3,0,332,642
21103126738,6,0,0,17,6,0,0,15,4,7,7,3,4,0,6,5,4,4,0,0,0,0,0,11,3,3,0,0,8,0,5,5,6,0,3,0,4,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,120,293
21103126739,0,0,0,22,19,4,3,16,13,10,14,12,4,0,5,6,3,8,8,0,0,0,4,11,6,3,0,0,7,0,9,3,9,0,7,0,4,7,0,0,7,0,4,3,0,10,7,3,0,4,7,4,4,212,484
21103126740,0,4,0,25,9,0,0,17,4,11,10,3,0,0,3,3,9,4,0,6,5,0,0,0,0,10,0,0,0,0,7,5,3,0,5,0,0,8,3,0,0,0,0,0,0,0,3,0,0,8,7,0,0,157,344
21103126741,0,3,0,7,10,0,0,12,11,7,6,9,4,0,0,4,6,0,7,4,4,0,0,16,3,0,0,0,7,0,3,6,4,0,4,0,0,7,0,0,0,0,0,5,0,0,0,5,0,6,3,6,4,128,307
21103126742,0,3,0,18,17,3,0,12,6,5,11,7,4,0,8,4,9,5,4,0,0,0,8,8,4,0,3,0,6,3,0,4,3,0,3,0,5,10,0,0,0,0,0,4,0,7,3,4,0,0,0,0,0,233,449
21103126743,0,3,0,24,9,0,0,19,19,20,18,19,4,0,5,5,9,3,4,6,5,0,9,24,0,7,5,0,8,3,12,10,5,0,15,0,3,11,0,0,3,0,3,10,0,0,0,7,0,4,3,0,0,287,607
21103126744,4,0,0,18,6,4,0,20,10,15,12,11,10,0,3,6,8,0,0,7,0,0,0,17,3,5,4,0,4,0,0,0,11,0,10,0,4,9,0,0,3,0,3,0,0,9,0,3,0,0,3,0,0,290,512
21103126745,0,0,0,12,6,0,0,17,0,10,6,3,6,0,9,3,0,0,5,0,3,0,6,16,4,0,0,0,7,4,0,0,6,0,3,0,5,9,4,0,0,0,0,4,0,0,0,0,0,4,4,4,0,155,319
21103126746,3,0,0,15,9,0,0,18,4,11,6,8,0,0,4,4,4,0,0,3,4,0,0,3,0,3,0,0,4,0,7,0,0,4,0,0,0,8,4,0,0,0,0,0,0,0,6,4,0,0,0,0,0,132,285
21103126747,0,0,0,28,3,0,0,7,10,17,10,3,6,0,3,0,0,4,0,0,0,0,4,12,3,3,3,0,3,3,3,0,5,0,5,0,0,14,4,0,0,0,0,0,0,4,3,0,0,3,6,0,0,165,346
21103126801,0,0,0,18,7,0,0,6,7,11,9,3,0,0,4,0,8,0,0,0,4,0,5,9,9,3,3,0,0,0,0,3,9,0,3,0,3,5,0,0,0,0,0,0,0,4,0,0,0,6,0,3,0,236,385
21103126802,4,3,0,32,5,0,3,13,13,7,14,5,0,0,0,0,10,7,3,0,0,0,0,11,0,3,4,0,7,0,7,5,9,0,5,0,0,19,3,0,0,0,0,3,0,0,4,3,0,8,4,0,0,192,412
21103126803,0,5,0,15,4,0,0,10,7,11,3,5,0,0,3,0,3,0,0,4,3,0,4,15,3,0,8,0,10,0,8,0,4,0,6,0,5,10,5,0,4,0,3,0,0,0,7,0,3,4,0,4,0,208,378
21103126804,0,0,0,22,8,0,0,17,8,15,11,7,0,0,5,0,10,6,0,0,4,0,0,7,8,5,5,0,8,0,5,5,3,0,3,0,8,8,0,0,0,0,0,0,0,0,0,3,0,5,0,0,7,193,386
21103126805,0,6,0,26,12,0,0,9,9,15,16,6,5,0,0,3,12,5,0,3,5,0,3,14,6,0,6,0,11,4,3,5,14,0,3,0,5,25,5,0,0,0,5,3,0,0,3,0,0,5,5,0,0,203,482
21103126806,0,12,0,31,14,3,0,19,8,8,12,3,5,0,4,9,12,8,0,0,5,0,5,22,7,6,5,0,6,3,5,6,5,0,0,0,7,13,3,0,0,0,0,0,0,5,3,0,0,0,5,0,0,182,429
21103126807,0,4,0,25,11,0,3,15,7,6,15,8,3,0,4,0,6,7,0,0,4,0,5,8,3,4,6,0,6,0,0,3,9,0,3,0,6,11,0,0,0,5,6,0,0,6,0,3,0,3,5,0,0,188,392
21103126808,0,11,0,29,16,5,4,33,13,23,23,9,14,0,14,0,10,11,0,3,10,0,0,14,5,4,3,0,4,9,14,8,8,0,8,0,4,25,0,0,0,0,0,0,0,3,0,6,3,9,3,4,7,315,710
21103126809,0,3,0,19,12,0,3,18,13,14,13,10,4,0,0,3,6,14,3,3,3,0,6,7,3,3,5,0,3,0,3,5,6,0,5,0,9,16,0,0,0,0,6,0,0,10,7,6,0,8,0,0,0,215,471
21103126810,0,0,0,31,3,0,0,25,5,13,17,6,0,0,10,0,6,4,0,0,5,0,0,9,4,0,4,0,0,0,0,3,8,0,0,0,6,6,7,0,0,0,0,0,0,5,0,0,0,3,4,3,0,194,398
21103126811,0,3,0,20,9,0,0,23,9,15,10,3,3,0,8,0,10,0,0,0,0,0,3,9,3,3,8,0,7,0,6,5,11,3,6,0,4,16,7,0,0,0,0,0,0,4,6,4,0,4,4,0,0,184,424
21103126812,0,5,0,30,9,0,0,15,9,10,10,8,0,0,6,0,9,3,0,0,5,0,0,13,0,3,0,0,6,0,6,0,7,0,3,0,0,14,4,0,0,0,0,0,0,0,3,0,0,0,7,3,0,182,387
21103126813,0,0,0,23,11,0,7,6,8,11,12,9,0,0,9,0,8,3,0,0,0,0,0,8,10,0,6,0,4,0,5,7,6,0,0,0,4,10,0,0,0,0,0,0,0,0,0,8,0,3,3,3,0,170,347
21103126814,0,0,0,9,3,0,0,12,7,8,5,4,7,0,9,0,6,4,0,5,3,0,0,4,3,3,0,0,5,0,3,3,6,0,3,0,0,8,0,0,0,4,0,0,0,0,0,0,0,4,0,0,3,153,295
21103126815,0,7,0,16,13,0,0,14,10,13,18,8,5,0,8,0,8,5,0,0,0,0,9,12,3,8,4,0,3,0,5,9,6,0,5,0,0,6,0,0,0,0,6,3,0,3,0,5,0,0,0,5,0,240,472
21103126816,3,4,0,33,7,0,0,31,10,15,15,14,11,0,5,7,9,9,5,3,3,0,4,9,3,5,4,0,5,5,3,8,12,0,3,0,4,11,0,0,0,0,3,0,0,0,7,3,0,4,4,3,0,280,584
21103126817,0,0,0,35,13,0,5,23,7,16,17,5,5,0,12,4,10,3,0,0,4,0,7,15,0,0,11,0,3,0,7,9,11,0,3,0,3,7,0,0,0,0,3,0,0,0,0,3,4,0,7,0,8,313,601
21103126818,5,3,0,32,9,0,0,24,8,17,11,13,8,0,6,0,6,5,0,6,4,0,0,8,6,0,4,0,8,4,8,9,16,0,5,0,6,24,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,216,479
21103126819,3,4,0,39,9,0,0,13,4,16,9,10,0,0,7,0,8,4,0,0,0,0,3,9,4,0,4,0,5,0,0,4,3,0,8,0,6,20,0,0,0,0,0,0,0,0,0,0,0,6,5,6,3,116,325
21103126820,0,7,0,18,3,0,5,14,10,7,19,10,6,0,4,0,9,3,0,0,3,0,4,8,4,5,0,0,3,0,4,3,8,0,3,0,0,9,3,0,0,0,0,3,0,0,0,3,0,0,0,5,0,195,382
21103126821,0,0,0,19,10,0,0,15,8,20,17,8,5,0,0,0,7,5,6,0,6,0,4,11,0,6,5,0,6,0,0,3,9,0,7,0,3,17,0,0,0,0,3,0,0,0,4,0,0,0,5,0,0,250,476
21103126822,0,0,0,15,7,0,0,5,0,4,3,4,0,0,4,3,0,0,0,0,0,0,3,5,4,0,3,0,3,0,5,0,8,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,211
21103126823,0,3,0,13,8,0,0,12,4,11,3,5,4,0,3,0,8,0,0,0,0,0,0,3,0,5,0,0,4,0,0,5,7,0,0,0,0,3,6,0,0,0,0,3,0,3,3,0,0,3,6,0,0,114,247
21103145001,0,3,0,25,10,0,6,27,5,17,20,5,7,0,5,6,16,8,7,4,3,0,4,23,0,5,10,0,4,3,7,7,9,0,6,0,4,14,4,0,4,0,7,3,0,7,0,4,0,6,3,5,0,333,644
21103145002,0,0,0,11,5,0,0,11,7,9,7,3,4,0,0,3,3,0,4,3,4,0,4,7,6,0,5,0,3,0,7,3,3,3,4,0,0,5,0,0,5,0,3,0,0,4,3,7,0,6,0,3,0,158,320
21103145003,0,0,0,17,10,0,0,19,10,12,14,11,7,4,7,3,9,6,0,5,4,0,12,17,0,6,4,0,4,0,0,5,8,3,10,0,6,20,5,0,3,0,4,4,0,9,0,3,4,3,3,4,3,305,588
21103145004,0,0,0,8,0,0,0,7,5,11,4,3,0,0,0,0,7,0,0,6,0,0,0,4,3,0,4,0,0,0,3,3,11,0,3,0,0,5,0,0,6,0,0,0,0,4,0,3,0,0,4,0,0,144,259
21103145005,0,5,0,10,14,0,0,13,7,5,11,9,5,0,10,4,0,0,4,0,3,0,4,12,0,0,4,0,0,0,3,10,5,0,0,0,4,11,0,0,3,0,0,7,0,7,3,6,0,6,0,4,0,222,409
21103145006,3,0,0,14,5,0,0,11,5,7,13,5,3,0,0,0,13,7,6,3,4,0,0,14,0,0,3,0,7,0,0,6,5,0,4,0,0,5,0,0,3,3,3,0,0,0,0,4,0,3,0,0,3,230,415
21103145007,0,0,0,30,13,0,4,23,4,24,16,9,6,0,13,9,6,6,0,0,5,0,3,22,7,0,11,0,6,6,4,7,3,0,4,0,7,11,3,0,3,0,8,0,0,3,6,4,3,5,4,0,0,312,626
21103145008,0,0,0,11,11,0,4,7,3,7,5,4,4,0,6,0,10,6,0,0,6,0,3,7,0,4,7,0,4,0,0,6,0,0,3,0,3,9,0,0,0,0,6,0,0,0,0,3,0,4,3,0,0,151,322
21103145009,0,0,0,19,15,0,3,19,9,17,7,9,0,0,7,4,7,5,0,0,0,0,4,17,8,0,4,0,8,0,0,10,9,0,5,0,3,13,3,0,0,0,5,4,0,12,3,15,3,0,0,5,0,197,443
21103145010,0,6,0,9,7,4,0,17,6,10,18,12,5,0,0,0,9,3,5,7,4,0,5,9,3,0,0,0,3,3,7,0,7,5,7,0,3,11,4,0,4,4,4,0,0,9,4,7,0,0,4,3,0,231,449
21103145011,0,4,0,22,7,0,0,18,10,15,12,5,4,0,4,5,16,6,4,0,5,0,4,14,3,3,0,0,0,4,6,6,3,0,7,0,0,8,0,0,0,0,3,4,0,5,0,0,0,0,4,4,0,249,490
21103145012,0,0,0,19,9,0,3,23,9,23,19,7,7,0,7,7,24,9,4,8,4,0,0,15,0,4,6,0,12,0,6,13,16,0,4,0,4,15,8,0,4,0,0,5,0,18,3,3,4,3,7,6,0,313,654
21103145013,4,4,0,10,6,0,0,10,8,11,5,7,0,0,5,6,10,4,3,0,0,0,0,11,0,3,5,0,0,0,6,5,3,0,9,0,3,14,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,194,359
21103145014,0,0,0,4,9,0,0,10,8,10,10,7,4,0,3,3,8,11,0,4,0,0,3,3,5,0,3,0,6,0,3,0,5,0,6,0,0,5,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,142,294
21103145015,0,0,0,14,9,0,0,17,8,17,17,3,6,0,9,8,13,7,8,3,3,0,3,14,0,3,5,0,9,0,7,10,9,3,6,0,4,17,4,0,0,5,5,0,0,0,3,3,0,0,0,0,0,321,593
21103145016,3,0,0,15,9,0,0,17,3,6,10,9,6,0,10,7,16,11,4,3,3,0,0,22,5,3,3,0,4,0,3,3,8,0,12,0,5,14,4,0,4,0,7,3,0,7,0,11,3,0,3,0,7,241,501
21103145017,0,3,3,32,10,5,0,23,16,21,29,13,9,0,16,6,14,6,0,7,9,0,8,16,5,4,5,0,10,4,0,9,11,0,4,0,6,19,12,0,0,0,4,0,0,7,0,9,0,7,4,0,0,290,643
21103145018,7,0,0,12,3,0,6,8,5,3,11,4,4,0,4,8,4,4,0,0,0,0,0,14,0,4,0,0,0,0,5,6,11,0,4,0,3,4,0,0,3,0,4,0,0,3,0,8,3,6,8,0,0,143,300
21103145019,0,0,0,8,0,0,3,3,0,7,4,0,4,0,4,9,9,0,5,0,0,0,6,13,4,0,5,0,7,3,0,5,5,0,0,0,3,8,4,0,0,0,9,6,0,6,4,5,0,6,0,4,11,133,296
21103145020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21103145021,0,0,0,17,5,0,3,8,7,9,8,3,3,0,0,0,14,3,0,0,5,0,4,8,0,5,0,0,0,3,6,4,0,0,4,0,0,14,4,0,5,5,0,0,0,0,5,5,0,4,6,6,0,180,356
21103145022,0,0,0,11,5,0,0,11,8,5,7,16,5,0,4,3,8,7,5,9,3,0,6,13,0,5,0,0,3,0,3,3,0,0,7,0,3,12,0,0,12,4,0,4,0,4,0,7,0,0,10,3,0,176,410
21103145023,5,0,0,6,0,0,0,4,6,0,4,0,10,0,4,0,5,0,0,0,0,0,0,5,0,4,0,0,5,0,0,5,0,0,0,0,0,5,4,0,3,0,4,6,0,8,0,0,0,3,4,0,0,119,227
21103145024,0,3,0,11,6,0,0,8,11,9,9,0,9,0,11,0,11,5,0,9,0,0,3,8,0,0,3,0,0,0,7,6,8,0,3,0,0,8,0,0,0,7,0,5,0,4,0,0,0,4,3,0,0,141,315
21103145025,0,6,0,23,8,0,0,12,5,11,16,11,6,0,10,12,12,6,3,0,5,0,0,17,0,4,5,0,10,4,7,6,8,4,6,0,3,15,5,0,4,5,3,5,0,4,0,0,0,6,5,6,0,274,536
21103145026,0,0,0,17,13,0,0,19,11,12,13,0,0,0,11,4,12,9,0,0,7,0,9,16,0,0,0,0,4,4,11,5,9,0,5,0,0,16,3,0,4,0,11,5,0,4,3,7,6,0,9,5,0,239,492
21103145027,0,0,0,13,6,0,3,16,11,17,18,6,0,0,0,7,12,0,5,7,0,0,10,18,5,5,0,0,5,0,3,3,9,0,10,0,0,11,0,0,0,0,0,4,0,0,0,13,0,3,5,0,0,257,482
21103145028,4,0,0,19,5,0,0,16,3,12,8,0,7,0,4,9,3,4,0,0,3,0,0,13,4,0,3,0,4,0,13,6,4,0,0,0,0,7,0,0,0,4,0,0,0,7,4,3,3,3,0,3,0,186,366
21103145029,5,4,0,23,0,0,0,12,5,17,3,3,0,0,8,5,10,5,0,3,5,0,0,15,6,0,4,0,0,5,3,11,6,0,3,0,3,9,5,0,0,0,3,0,0,3,3,3,0,4,3,3,0,226,433
21103145030,0,0,0,18,3,0,0,14,0,13,5,10,5,3,6,11,8,3,4,0,9,0,8,9,4,9,6,0,11,4,6,4,4,5,5,0,3,16,4,0,0,4,10,0,0,4,0,0,0,0,0,5,0,189,435
21103145031,0,0,0,6,3,0,0,11,3,9,7,4,5,0,4,3,5,3,0,4,3,0,0,15,0,0,0,0,6,0,4,7,3,0,0,0,4,11,0,0,0,3,8,4,0,5,0,19,4,3,3,0,5,235,417
21103145032,0,5,0,24,4,0,5,15,8,3,9,9,0,0,5,7,15,7,0,7,6,0,6,17,0,0,4,0,13,0,0,5,8,0,6,0,4,16,3,0,4,0,0,0,0,5,3,5,0,0,5,5,0,225,466
21103145033,0,0,0,23,4,4,5,12,9,18,11,8,4,0,9,11,14,4,4,7,6,0,3,21,0,7,4,0,11,0,7,3,3,0,8,0,9,11,0,0,10,0,6,0,0,4,8,15,0,4,3,3,6,319,612
